"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Maryland"	"24"	"Male"	"M"	"1999"	"1999"	472	2537581	18.6
"Maryland"	"24"	"Male"	"M"	"2000"	"2000"	453	2557794	17.7
"Maryland"	"24"	"Male"	"M"	"2001"	"2001"	466	2594827	18.0
"Maryland"	"24"	"Male"	"M"	"2002"	"2002"	484	2625192	18.4
"Maryland"	"24"	"Male"	"M"	"2003"	"2003"	536	2652422	20.2
"Maryland"	"24"	"Male"	"M"	"2004"	"2004"	446	2676892	16.7
"Maryland"	"24"	"Male"	"M"	"2005"	"2005"	437	2700618	16.2
"Maryland"	"24"	"Male"	"M"	"2006"	"2006"	518	2719404	19.0
"Maryland"	"24"	"Male"	"M"	"2007"	"2007"	512	2733299	18.7
"Maryland"	"24"	"Male"	"M"	"2008"	"2008"	451	2749177	16.4
"Maryland"	"24"	"Male"	"M"	"2009"	"2009"	512	2770387	18.5
"Maryland"	"24"	"Male"	"M"	"2010"	"2010"	407	2791762	14.6
"Maryland"	"24"	"Male"	"M"	"2011"	"2011"	447	2820574	15.8
"Maryland"	"24"	"Male"	"M"	"2012"	"2012"	536	2850403	18.8
"Maryland"	"24"	"Male"	"M"	"2013"	"2013"	582	2874762	20.2
"Maryland"	"24"	"Male"	"M"	"2014"	"2014"	732	2896418	25.3
"Maryland"	"24"	"Male"	"M"	"2015"	"2015"	880	2911085	30.2
"Massachusetts"	"25"	"Female"	"F"	"1999"	"1999"	157	3274830	4.8
"Massachusetts"	"25"	"Female"	"F"	"2000"	"2000"	144	3290281	4.4
"Massachusetts"	"25"	"Female"	"F"	"2001"	"2001"	197	3312567	5.9
"Massachusetts"	"25"	"Female"	"F"	"2002"	"2002"	230	3319436	6.9
"Massachusetts"	"25"	"Female"	"F"	"2003"	"2003"	243	3320817	7.3
"Massachusetts"	"25"	"Female"	"F"	"2004"	"2004"	219	3314634	6.6
"Massachusetts"	"25"	"Female"	"F"	"2005"	"2005"	256	3309010	7.7
"Massachusetts"	"25"	"Female"	"F"	"2006"	"2006"	319	3311185	9.6
"Massachusetts"	"25"	"Female"	"F"	"2007"	"2007"	331	3321653	10.0
"Massachusetts"	"25"	"Female"	"F"	"2008"	"2008"	237	3340730	7.1
"Massachusetts"	"25"	"Female"	"F"	"2009"	"2009"	252	3365859	7.5
"Massachusetts"	"25"	"Female"	"F"	"2010"	"2010"	243	3381001	7.2
"Massachusetts"	"25"	"Female"	"F"	"2011"	"2011"	276	3397995	8.1
"Massachusetts"	"25"	"Female"	"F"	"2012"	"2012"	282	3425771	8.2
"Massachusetts"	"25"	"Female"	"F"	"2013"	"2013"	356	3448008	10.3
"Massachusetts"	"25"	"Female"	"F"	"2014"	"2014"	378	3474584	10.9
"Massachusetts"	"25"	"Female"	"F"	"2015"	"2015"	464	3498304	13.3
"Massachusetts"	"25"	"Male"	"M"	"1999"	"1999"	321	3042515	10.6
"Massachusetts"	"25"	"Male"	"M"	"2000"	"2000"	316	3058816	10.3
"Massachusetts"	"25"	"Male"	"M"	"2001"	"2001"	475	3085067	15.4
"Massachusetts"	"25"	"Male"	"M"	"2002"	"2002"	468	3097770	15.1
"Massachusetts"	"25"	"Male"	"M"	"2003"	"2003"	572	3101748	18.4
"Massachusetts"	"25"	"Male"	"M"	"2004"	"2004"	442	3097647	14.3
"Massachusetts"	"25"	"Male"	"M"	"2005"	"2005"	512	3094280	16.5
"Massachusetts"	"25"	"Male"	"M"	"2006"	"2006"	643	3098899	20.7
"Massachusetts"	"25"	"Male"	"M"	"2007"	"2007"	581	3109906	18.7
"Massachusetts"	"25"	"Male"	"M"	"2008"	"2008"	541	3128237	17.3
"Massachusetts"	"25"	"Male"	"M"	"2009"	"2009"	555	3151754	17.6
"Massachusetts"	"25"	"Male"	"M"	"2010"	"2010"	489	3166628	15.4
"Massachusetts"	"25"	"Male"	"M"	"2011"	"2011"	577	3189541	18.1
"Massachusetts"	"25"	"Male"	"M"	"2012"	"2012"	569	3220373	17.7
"Massachusetts"	"25"	"Male"	"M"	"2013"	"2013"	718	3244816	22.1
"Massachusetts"	"25"	"Male"	"M"	"2014"	"2014"	907	3270824	27.7
"Massachusetts"	"25"	"Male"	"M"	"2015"	"2015"	1254	3296118	38.0
"Michigan"	"26"	"Female"	"F"	"1999"	"1999"	175	5047770	3.5
"Michigan"	"26"	"Female"	"F"	"2000"	"2000"	191	5065349	3.8
"Michigan"	"26"	"Female"	"F"	"2001"	"2001"	232	5089289	4.6
"Michigan"	"26"	"Female"	"F"	"2002"	"2002"	281	5100171	5.5
"Michigan"	"26"	"Female"	"F"	"2003"	"2003"	319	5110521	6.2
"Michigan"	"26"	"Female"	"F"	"2004"	"2004"	325	5117929	6.4
"Michigan"	"26"	"Female"	"F"	"2005"	"2005"	381	5114320	7.4
"Michigan"	"26"	"Female"	"F"	"2006"	"2006"	445	5106621	8.7
"Michigan"	"26"	"Female"	"F"	"2007"	"2007"	456	5091035	9.0
"Michigan"	"26"	"Female"	"F"	"2008"	"2008"	483	5065899	9.5
"Michigan"	"26"	"Female"	"F"	"2009"	"2009"	529	5044338	10.5
"Michigan"	"26"	"Female"	"F"	"2010"	"2010"	597	5035526	11.9
"Michigan"	"26"	"Female"	"F"	"2011"	"2011"	557	5030242	11.1
"Michigan"	"26"	"Female"	"F"	"2012"	"2012"	561	5032849	11.1
"Michigan"	"26"	"Female"	"F"	"2013"	"2013"	620	5036338	12.3
"Michigan"	"26"	"Female"	"F"	"2014"	"2014"	712	5041414	14.1
"Michigan"	"26"	"Female"	"F"	"2015"	"2015"	780	5044428	15.5
"Michigan"	"26"	"Male"	"M"	"1999"	"1999"	271	4849346	5.6
"Michigan"	"26"	"Male"	"M"	"2000"	"2000"	355	4873095	7.3
"Michigan"	"26"	"Male"	"M"	"2001"	"2001"	362	4901831	7.4
"Michigan"	"26"	"Male"	"M"	"2002"	"2002"	449	4915539	9.1
"Michigan"	"26"	"Male"	"M"	"2003"	"2003"	426	4930631	8.6
"Michigan"	"26"	"Male"	"M"	"2004"	"2004"	529	4937386	10.7
"Michigan"	"26"	"Male"	"M"	"2005"	"2005"	585	4936817	11.8
"Michigan"	"26"	"Male"	"M"	"2006"	"2006"	712	4929460	14.4
"Michigan"	"26"	"Male"	"M"	"2007"	"2007"	756	4910249	15.4
"Michigan"	"26"	"Male"	"M"	"2008"	"2008"	736	4880990	15.1
"Michigan"	"26"	"Male"	"M"	"2009"	"2009"	878	4857253	18.1
"Michigan"	"26"	"Male"	"M"	"2010"	"2010"	784	4848114	16.2
"Michigan"	"26"	"Male"	"M"	"2011"	"2011"	809	4845945	16.7
"Michigan"	"26"	"Male"	"M"	"2012"	"2012"	732	4850511	15.1
"Michigan"	"26"	"Male"	"M"	"2013"	"2013"	917	4859284	18.9
"Michigan"	"26"	"Male"	"M"	"2014"	"2014"	1041	4868463	21.4
"Michigan"	"26"	"Male"	"M"	"2015"	"2015"	1188	4878148	24.4
"Minnesota"	"27"	"Female"	"F"	"1999"	"1999"	48	2462931	1.9
"Minnesota"	"27"	"Female"	"F"	"2000"	"2000"	47	2483848	1.9
"Minnesota"	"27"	"Female"	"F"	"2001"	"2001"	60	2514149	2.4
"Minnesota"	"27"	"Female"	"F"	"2002"	"2002"	65	2531205	2.6
"Minnesota"	"27"	"Female"	"F"	"2003"	"2003"	95	2546999	3.7
"Minnesota"	"27"	"Female"	"F"	"2004"	"2004"	89	2564037	3.5
"Minnesota"	"27"	"Female"	"F"	"2005"	"2005"	104	2579546	4.0
"Minnesota"	"27"	"Female"	"F"	"2006"	"2006"	104	2600951	4.0
"Minnesota"	"27"	"Female"	"F"	"2007"	"2007"	127	2622551	4.8
"Minnesota"	"27"	"Female"	"F"	"2008"	"2008"	153	2642672	5.8
"Minnesota"	"27"	"Female"	"F"	"2009"	"2009"	154	2659958	5.8
"Minnesota"	"27"	"Female"	"F"	"2010"	"2010"	181	2671793	6.8
"Minnesota"	"27"	"Female"	"F"	"2011"	"2011"	195	2689958	7.2
"Minnesota"	"27"	"Female"	"F"	"2012"	"2012"	202	2706970	7.5
"Minnesota"	"27"	"Female"	"F"	"2013"	"2013"	203	2727081	7.4
"Minnesota"	"27"	"Female"	"F"	"2014"	"2014"	208	2745132	7.6
"Minnesota"	"27"	"Female"	"F"	"2015"	"2015"	233	2759730	8.4
"Minnesota"	"27"	"Male"	"M"	"1999"	"1999"	85	2410550	3.5
"Minnesota"	"27"	"Male"	"M"	"2000"	"2000"	79	2435631	3.2
"Minnesota"	"27"	"Male"	"M"	"2001"	"2001"	118	2468647	4.8
"Minnesota"	"27"	"Male"	"M"	"2002"	"2002"	128	2487730	5.1
"Minnesota"	"27"	"Male"	"M"	"2003"	"2003"	140	2506573	5.6
"Minnesota"	"27"	"Male"	"M"	"2004"	"2004"	151	2523676	6.0
"Minnesota"	"27"	"Male"	"M"	"2005"	"2005"	175	2540052	6.9
"Minnesota"	"27"	"Male"	"M"	"2006"	"2006"	196	2562604	7.6
"Minnesota"	"27"	"Male"	"M"	"2007"	"2007"	200	2584652	7.7
"Minnesota"	"27"	"Male"	"M"	"2008"	"2008"	221	2604346	8.5
"Minnesota"	"27"	"Male"	"M"	"2009"	"2009"	259	2621245	9.9
"Minnesota"	"27"	"Male"	"M"	"2010"	"2010"	212	2632132	8.1
"Minnesota"	"27"	"Male"	"M"	"2011"	"2011"	313	2654903	11.8
"Minnesota"	"27"	"Male"	"M"	"2012"	"2012"	276	2672169	10.3
"Minnesota"	"27"	"Male"	"M"	"2013"	"2013"	314	2693299	11.7
"Minnesota"	"27"	"Male"	"M"	"2014"	"2014"	301	2712041	11.1
"Minnesota"	"27"	"Male"	"M"	"2015"	"2015"	344	2729864	12.6
"Mississippi"	"28"	"Female"	"F"	"1999"	"1999"	37	1464581	2.5
"Mississippi"	"28"	"Female"	"F"	"2000"	"2000"	51	1471104	3.5
"Mississippi"	"28"	"Female"	"F"	"2001"	"2001"	58	1473486	3.9
"Mississippi"	"28"	"Female"	"F"	"2002"	"2002"	64	1475412	4.3
"Mississippi"	"28"	"Female"	"F"	"2003"	"2003"	77	1479611	5.2
"Mississippi"	"28"	"Female"	"F"	"2004"	"2004"	75	1490115	5.0
"Mississippi"	"28"	"Female"	"F"	"2005"	"2005"	98	1497962	6.5
"Mississippi"	"28"	"Female"	"F"	"2006"	"2006"	115	1496313	7.7
"Mississippi"	"28"	"Female"	"F"	"2007"	"2007"	120	1507071	8.0
"Mississippi"	"28"	"Female"	"F"	"2008"	"2008"	133	1516955	8.8
"Mississippi"	"28"	"Female"	"F"	"2009"	"2009"	133	1522000	8.7
"Mississippi"	"28"	"Female"	"F"	"2010"	"2010"	144	1526057	9.4
"Mississippi"	"28"	"Female"	"F"	"2011"	"2011"	145	1531968	9.5
"Mississippi"	"28"	"Female"	"F"	"2012"	"2012"	150	1535635	9.8
"Mississippi"	"28"	"Female"	"F"	"2013"	"2013"	142	1536620	9.2
"Mississippi"	"28"	"Female"	"F"	"2014"	"2014"	155	1539523	10.1
"Mississippi"	"28"	"Female"	"F"	"2015"	"2015"	127	1540483	8.2
"Mississippi"	"28"	"Male"	"M"	"1999"	"1999"	49	1363827	3.6
"Mississippi"	"28"	"Male"	"M"	"2000"	"2000"	57	1373554	4.1
"Mississippi"	"28"	"Male"	"M"	"2001"	"2001"	106	1379508	7.7
"Mississippi"	"28"	"Male"	"M"	"2002"	"2002"	112	1383269	8.1
"Mississippi"	"28"	"Male"	"M"	"2003"	"2003"	128	1388701	9.2
"Mississippi"	"28"	"Male"	"M"	"2004"	"2004"	137	1398895	9.8
"Mississippi"	"28"	"Male"	"M"	"2005"	"2005"	142	1407981	10.1
"Mississippi"	"28"	"Male"	"M"	"2006"	"2006"	213	1408665	15.1
"Mississippi"	"28"	"Male"	"M"	"2007"	"2007"	188	1421279	13.2
"Mississippi"	"28"	"Male"	"M"	"2008"	"2008"	166	1430851	11.6
"Mississippi"	"28"	"Male"	"M"	"2009"	"2009"	182	1436774	12.7
"Mississippi"	"28"	"Male"	"M"	"2010"	"2010"	184	1441240	12.8
"Mississippi"	"28"	"Male"	"M"	"2011"	"2011"	153	1446544	10.6
"Mississippi"	"28"	"Male"	"M"	"2012"	"2012"	156	1449291	10.8
"Mississippi"	"28"	"Male"	"M"	"2013"	"2013"	170	1454587	11.7
"Mississippi"	"28"	"Male"	"M"	"2014"	"2014"	176	1454556	12.1
"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	220	1451850	15.2
"Missouri"	"29"	"Female"	"F"	"1999"	"1999"	88	2860166	3.1
"Missouri"	"29"	"Female"	"F"	"2000"	"2000"	113	2875034	3.9
"Missouri"	"29"	"Female"	"F"	"2001"	"2001"	137	2895476	4.7
"Missouri"	"29"	"Female"	"F"	"2002"	"2002"	155	2910476	5.3
"Missouri"	"29"	"Female"	"F"	"2003"	"2003"	196	2926556	6.7
"Missouri"	"29"	"Female"	"F"	"2004"	"2004"	204	2942685	6.9
"Missouri"	"29"	"Female"	"F"	"2005"	"2005"	228	2962870	7.7
"Missouri"	"29"	"Female"	"F"	"2006"	"2006"	286	2987563	9.6
"Missouri"	"29"	"Female"	"F"	"2007"	"2007"	281	3007493	9.3
"Missouri"	"29"	"Female"	"F"	"2008"	"2008"	276	3024837	9.1
"Missouri"	"29"	"Female"	"F"	"2009"	"2009"	309	3042021	10.2
"Missouri"	"29"	"Female"	"F"	"2010"	"2010"	374	3055450	12.2
"Missouri"	"29"	"Female"	"F"	"2011"	"2011"	375	3066254	12.2
"Missouri"	"29"	"Female"	"F"	"2012"	"2012"	364	3070952	11.9
"Missouri"	"29"	"Female"	"F"	"2013"	"2013"	431	3080214	14.0
"Missouri"	"29"	"Female"	"F"	"2014"	"2014"	425	3089367	13.8
"Missouri"	"29"	"Female"	"F"	"2015"	"2015"	438	3098627	14.1
"Missouri"	"29"	"Male"	"M"	"1999"	"1999"	182	2701782	6.7
"Missouri"	"29"	"Male"	"M"	"2000"	"2000"	176	2720177	6.5
"Missouri"	"29"	"Male"	"M"	"2001"	"2001"	204	2745666	7.4
"Missouri"	"29"	"Male"	"M"	"2002"	"2002"	258	2764349	9.3
"Missouri"	"29"	"Male"	"M"	"2003"	"2003"	312	2782847	11.2
"Missouri"	"29"	"Male"	"M"	"2004"	"2004"	331	2805056	11.8
"Missouri"	"29"	"Male"	"M"	"2005"	"2005"	367	2827430	13.0
"Missouri"	"29"	"Male"	"M"	"2006"	"2006"	450	2855141	15.8
"Missouri"	"29"	"Male"	"M"	"2007"	"2007"	419	2880119	14.5
"Missouri"	"29"	"Male"	"M"	"2008"	"2008"	471	2899079	16.2
"Missouri"	"29"	"Male"	"M"	"2009"	"2009"	538	2919067	18.4
"Missouri"	"29"	"Male"	"M"	"2010"	"2010"	616	2933477	21.0
"Missouri"	"29"	"Male"	"M"	"2011"	"2011"	570	2944434	19.4
"Missouri"	"29"	"Male"	"M"	"2012"	"2012"	565	2951036	19.1
"Missouri"	"29"	"Male"	"M"	"2013"	"2013"	588	2963957	19.8
"Missouri"	"29"	"Male"	"M"	"2014"	"2014"	626	2974222	21.0
"Missouri"	"29"	"Male"	"M"	"2015"	"2015"	616	2985045	20.6
"Montana"	"30"	"Female"	"F"	"1999"	"1999"	23	450543	5.1
"Montana"	"30"	"Female"	"F"	"2000"	"2000"	15	452715	Unreliable
"Montana"	"30"	"Female"	"F"	"2001"	"2001"	24	454683	5.3
"Montana"	"30"	"Female"	"F"	"2002"	"2002"	33	456712	7.2
"Montana"	"30"	"Female"	"F"	"2003"	"2003"	46	460116	10.0
"Montana"	"30"	"Female"	"F"	"2004"	"2004"	45	465000	9.7
"Montana"	"30"	"Female"	"F"	"2005"	"2005"	43	469780	9.2
"Montana"	"30"	"Female"	"F"	"2006"	"2006"	33	475341	6.9
"Montana"	"30"	"Female"	"F"	"2007"	"2007"	51	480939	10.6
"Montana"	"30"	"Female"	"F"	"2008"	"2008"	59	486477	12.1
"Montana"	"30"	"Female"	"F"	"2009"	"2009"	69	490122	14.1
"Montana"	"30"	"Female"	"F"	"2010"	"2010"	54	492748	11.0
"Montana"	"30"	"Female"	"F"	"2011"	"2011"	73	496966	14.7
"Montana"	"30"	"Female"	"F"	"2012"	"2012"	58	500192	11.6
"Montana"	"30"	"Female"	"F"	"2013"	"2013"	64	505367	12.7
"Montana"	"30"	"Female"	"F"	"2014"	"2014"	65	509456	12.8
"Montana"	"30"	"Female"	"F"	"2015"	"2015"	59	513619	11.5
"Montana"	"30"	"Male"	"M"	"1999"	"1999"	16	446964	Unreliable
"Montana"	"30"	"Male"	"M"	"2000"	"2000"	24	449480	5.3
"Montana"	"30"	"Male"	"M"	"2001"	"2001"	31	452278	6.9
"Montana"	"30"	"Male"	"M"	"2002"	"2002"	43	454955	9.5
"Montana"	"30"	"Male"	"M"	"2003"	"2003"	47	459514	10.2
"Montana"	"30"	"Male"	"M"	"2004"	"2004"	53	465009	11.4
"Montana"	"30"	"Male"	"M"	"2005"	"2005"	50	470322	10.6
"Montana"	"30"	"Male"	"M"	"2006"	"2006"	63	477351	13.2
"Montana"	"30"	"Male"	"M"	"2007"	"2007"	69	483767	14.3
"Montana"	"30"	"Male"	"M"	"2008"	"2008"	74	489938	15.1
"Montana"	"30"	"Male"	"M"	"2009"	"2009"	71	493860	14.4
"Montana"	"30"	"Male"	"M"	"2010"	"2010"	63	496667	12.7
"Montana"	"30"	"Male"	"M"	"2011"	"2011"	66	501233	13.2
"Montana"	"30"	"Male"	"M"	"2012"	"2012"	58	504949	11.5
"Montana"	"30"	"Male"	"M"	"2013"	"2013"	73	509798	14.3
"Montana"	"30"	"Male"	"M"	"2014"	"2014"	57	514123	11.1
"Montana"	"30"	"Male"	"M"	"2015"	"2015"	76	519330	14.6
"Nebraska"	"31"	"Female"	"F"	"1999"	"1999"	18	865531	Unreliable
"Nebraska"	"31"	"Female"	"F"	"2000"	"2000"	16	867912	Unreliable
"Nebraska"	"31"	"Female"	"F"	"2001"	"2001"	30	871208	3.4
"Nebraska"	"31"	"Female"	"F"	"2002"	"2002"	26	874803	3.0
"Nebraska"	"31"	"Female"	"F"	"2003"	"2003"	23	879362	2.6
"Nebraska"	"31"	"Female"	"F"	"2004"	"2004"	26	883984	2.9
"Nebraska"	"31"	"Female"	"F"	"2005"	"2005"	46	889468	5.2
"Nebraska"	"31"	"Female"	"F"	"2006"	"2006"	43	894687	4.8
"Nebraska"	"31"	"Female"	"F"	"2007"	"2007"	35	900106	3.9
"Nebraska"	"31"	"Female"	"F"	"2008"	"2008"	42	905814	4.6
"Nebraska"	"31"	"Female"	"F"	"2009"	"2009"	56	913619	6.1
"Nebraska"	"31"	"Female"	"F"	"2010"	"2010"	57	920045	6.2
"Nebraska"	"31"	"Female"	"F"	"2011"	"2011"	66	927392	7.1
"Nebraska"	"31"	"Female"	"F"	"2012"	"2012"	79	933223	8.5
"Nebraska"	"31"	"Female"	"F"	"2013"	"2013"	60	938690	6.4
"Nebraska"	"31"	"Female"	"F"	"2014"	"2014"	63	944640	6.7
"Nebraska"	"31"	"Female"	"F"	"2015"	"2015"	49	951022	5.2
"Nebraska"	"31"	"Male"	"M"	"1999"	"1999"	18	839233	Unreliable
"Nebraska"	"31"	"Male"	"M"	"2000"	"2000"	28	843351	3.3
"Nebraska"	"31"	"Male"	"M"	"2001"	"2001"	36	848628	4.2
"Nebraska"	"31"	"Male"	"M"	"2002"	"2002"	39	853489	4.6
"Nebraska"	"31"	"Male"	"M"	"2003"	"2003"	30	859281	3.5
"Nebraska"	"31"	"Male"	"M"	"2004"	"2004"	31	865386	3.6
"Nebraska"	"31"	"Male"	"M"	"2005"	"2005"	37	872029	4.2
"Nebraska"	"31"	"Male"	"M"	"2006"	"2006"	43	878006	4.9
"Nebraska"	"31"	"Male"	"M"	"2007"	"2007"	41	883334	4.6
"Nebraska"	"31"	"Male"	"M"	"2008"	"2008"	48	890564	5.4
"Nebraska"	"31"	"Male"	"M"	"2009"	"2009"	48	899064	5.3
"Nebraska"	"31"	"Male"	"M"	"2010"	"2010"	57	906296	6.3
"Nebraska"	"31"	"Male"	"M"	"2011"	"2011"	61	915249	6.7
"Nebraska"	"31"	"Male"	"M"	"2012"	"2012"	63	922302	6.8
"Nebraska"	"31"	"Male"	"M"	"2013"	"2013"	55	929826	5.9
"Nebraska"	"31"	"Male"	"M"	"2014"	"2014"	61	936863	6.5
"Nebraska"	"31"	"Male"	"M"	"2015"	"2015"	76	945168	8.0
"Nevada"	"32"	"Female"	"F"	"1999"	"1999"	85	949422	9.0
"Nevada"	"32"	"Female"	"F"	"2000"	"2000"	85	980206	8.7
"Nevada"	"32"	"Female"	"F"	"2001"	"2001"	103	1030850	10.0
"Nevada"	"32"	"Female"	"F"	"2002"	"2002"	105	1069764	9.8
"Nevada"	"32"	"Female"	"F"	"2003"	"2003"	127	1108135	11.5
"Nevada"	"32"	"Female"	"F"	"2004"	"2004"	153	1156586	13.2
"Nevada"	"32"	"Female"	"F"	"2005"	"2005"	182	1198846	15.2
"Nevada"	"32"	"Female"	"F"	"2006"	"2006"	173	1243993	13.9
"Nevada"	"32"	"Female"	"F"	"2007"	"2007"	198	1284052	15.4
"Nevada"	"32"	"Female"	"F"	"2008"	"2008"	207	1310601	15.8
"Nevada"	"32"	"Female"	"F"	"2009"	"2009"	243	1327618	18.3
"Nevada"	"32"	"Female"	"F"	"2010"	"2010"	252	1336935	18.8
"Nevada"	"32"	"Female"	"F"	"2011"	"2011"	255	1348764	18.9
"Nevada"	"32"	"Female"	"F"	"2012"	"2012"	278	1367724	20.3
"Nevada"	"32"	"Female"	"F"	"2013"	"2013"	259	1384702	18.7
"Nevada"	"32"	"Female"	"F"	"2014"	"2014"	227	1412306	16.1
"Nevada"	"32"	"Female"	"F"	"2015"	"2015"	263	1440294	18.3
"Nevada"	"32"	"Male"	"M"	"1999"	"1999"	135	985296	13.7
"Nevada"	"32"	"Male"	"M"	"2000"	"2000"	182	1018051	17.9
"Nevada"	"32"	"Male"	"M"	"2001"	"2001"	156	1067549	14.6
"Nevada"	"32"	"Male"	"M"	"2002"	"2002"	205	1104027	18.6
"Nevada"	"32"	"Male"	"M"	"2003"	"2003"	210	1140715	18.4
"Nevada"	"32"	"Male"	"M"	"2004"	"2004"	222	1189636	18.7
"Nevada"	"32"	"Male"	"M"	"2005"	"2005"	268	1233297	21.7
"Nevada"	"32"	"Male"	"M"	"2006"	"2006"	285	1278665	22.3
"Nevada"	"32"	"Male"	"M"	"2007"	"2007"	289	1317020	21.9
"Nevada"	"32"	"Male"	"M"	"2008"	"2008"	304	1343029	22.6
"Nevada"	"32"	"Male"	"M"	"2009"	"2009"	300	1357047	22.1
"Nevada"	"32"	"Male"	"M"	"2010"	"2010"	318	1363616	23.3
"Nevada"	"32"	"Male"	"M"	"2011"	"2011"	377	1374558	27.4
"Nevada"	"32"	"Male"	"M"	"2012"	"2012"	319	1391207	22.9
"Nevada"	"32"	"Male"	"M"	"2013"	"2013"	354	1405434	25.2
"Nevada"	"32"	"Male"	"M"	"2014"	"2014"	313	1426793	21.9
"Nevada"	"32"	"Male"	"M"	"2015"	"2015"	349	1450551	24.1
"New Hampshire"	"33"	"Female"	"F"	"1999"	"1999"	17	621409	Unreliable
"New Hampshire"	"33"	"Female"	"F"	"2000"	"2000"	15	628099	Unreliable
"New Hampshire"	"33"	"Female"	"F"	"2001"	"2001"	32	637412	5.0
"New Hampshire"	"33"	"Female"	"F"	"2002"	"2002"	39	643680	6.1
"New Hampshire"	"33"	"Female"	"F"	"2003"	"2003"	48	648513	7.4
"New Hampshire"	"33"	"Female"	"F"	"2004"	"2004"	47	653845	7.2
"New Hampshire"	"33"	"Female"	"F"	"2005"	"2005"	39	657932	5.9
"New Hampshire"	"33"	"Female"	"F"	"2006"	"2006"	65	662773	9.8
"New Hampshire"	"33"	"Female"	"F"	"2007"	"2007"	68	664987	10.2
"New Hampshire"	"33"	"Female"	"F"	"2008"	"2008"	56	666576	8.4
"New Hampshire"	"33"	"Female"	"F"	"2009"	"2009"	55	666875	8.2
"New Hampshire"	"33"	"Female"	"F"	"2010"	"2010"	63	667076	9.4
"New Hampshire"	"33"	"Female"	"F"	"2011"	"2011"	82	667341	12.3
"New Hampshire"	"33"	"Female"	"F"	"2012"	"2012"	71	668481	10.6
"New Hampshire"	"33"	"Female"	"F"	"2013"	"2013"	63	669746	9.4
"New Hampshire"	"33"	"Female"	"F"	"2014"	"2014"	110	671344	16.4
"New Hampshire"	"33"	"Female"	"F"	"2015"	"2015"	126	672952	18.7
"New Hampshire"	"33"	"Male"	"M"	"1999"	"1999"	37	600605	6.2
"New Hampshire"	"33"	"Male"	"M"	"2000"	"2000"	27	607687	4.4
"New Hampshire"	"33"	"Male"	"M"	"2001"	"2001"	44	618105	7.1
"New Hampshire"	"33"	"Male"	"M"	"2002"	"2002"	69	625409	11.0
"New Hampshire"	"33"	"Male"	"M"	"2003"	"2003"	77	631327	12.2
"New Hampshire"	"33"	"Male"	"M"	"2004"	"2004"	76	636276	11.9
"New Hampshire"	"33"	"Male"	"M"	"2005"	"2005"	99	640560	15.5
"New Hampshire"	"33"	"Male"	"M"	"2006"	"2006"	80	645616	12.4
"New Hampshire"	"33"	"Male"	"M"	"2007"	"2007"	114	647553	17.6
"New Hampshire"	"33"	"Male"	"M"	"2008"	"2008"	68	649330	10.5
"New Hampshire"	"33"	"Male"	"M"	"2009"	"2009"	110	649227	16.9
"New Hampshire"	"33"	"Male"	"M"	"2010"	"2010"	94	649394	14.5
"New Hampshire"	"33"	"Male"	"M"	"2011"	"2011"	127	650853	19.5
"New Hampshire"	"33"	"Male"	"M"	"2012"	"2012"	101	652237	15.5
"New Hampshire"	"33"	"Male"	"M"	"2013"	"2013"	138	653713	21.1
"New Hampshire"	"33"	"Male"	"M"	"2014"	"2014"	224	655469	34.2
"New Hampshire"	"33"	"Male"	"M"	"2015"	"2015"	295	657656	44.9
"New Jersey"	"34"	"Female"	"F"	"1999"	"1999"	148	4304271	3.4
"New Jersey"	"34"	"Female"	"F"	"2000"	"2000"	170	4331537	3.9
"New Jersey"	"34"	"Female"	"F"	"2001"	"2001"	189	4369932	4.3
"New Jersey"	"34"	"Female"	"F"	"2002"	"2002"	214	4398801	4.9
"New Jersey"	"34"	"Female"	"F"	"2003"	"2003"	189	4421964	4.3
"New Jersey"	"34"	"Female"	"F"	"2004"	"2004"	192	4436964	4.3
"New Jersey"	"34"	"Female"	"F"	"2005"	"2005"	238	4443545	5.4
"New Jersey"	"34"	"Female"	"F"	"2006"	"2006"	238	4448099	5.4
"New Jersey"	"34"	"Female"	"F"	"2007"	"2007"	209	4455148	4.7
"New Jersey"	"34"	"Female"	"F"	"2008"	"2008"	227	4469901	5.1
"New Jersey"	"34"	"Female"	"F"	"2009"	"2009"	81	4493506	1.8
"New Jersey"	"34"	"Female"	"F"	"2010"	"2010"	298	4512294	6.6
"New Jersey"	"34"	"Female"	"F"	"2011"	"2011"	319	4520963	7.1
"New Jersey"	"34"	"Female"	"F"	"2012"	"2012"	357	4540905	7.9
"New Jersey"	"34"	"Female"	"F"	"2013"	"2013"	416	4555374	9.1
"New Jersey"	"34"	"Female"	"F"	"2014"	"2014"	396	4576223	8.7
"New Jersey"	"34"	"Female"	"F"	"2015"	"2015"	414	4585897	9.0
"New Jersey"	"34"	"Male"	"M"	"1999"	"1999"	402	4055321	9.9
"New Jersey"	"34"	"Male"	"M"	"2000"	"2000"	464	4082813	11.4
"New Jersey"	"34"	"Male"	"M"	"2001"	"2001"	508	4122739	12.3
"New Jersey"	"34"	"Male"	"M"	"2002"	"2002"	588	4153842	14.2
"New Jersey"	"34"	"Male"	"M"	"2003"	"2003"	522	4179438	12.5
