"State"	"State Code"	"Year"	"Year Code"	"Weekday"	"Weekday Code"	Deaths
"Nevada"	"32"	"2007"	"2007"	"Saturday"	"7"	71
"Nevada"	"32"	"2008"	"2008"	"Sunday"	"1"	75
"Nevada"	"32"	"2008"	"2008"	"Monday"	"2"	68
"Nevada"	"32"	"2008"	"2008"	"Tuesday"	"3"	67
"Nevada"	"32"	"2008"	"2008"	"Wednesday"	"4"	63
"Nevada"	"32"	"2008"	"2008"	"Thursday"	"5"	71
"Nevada"	"32"	"2008"	"2008"	"Friday"	"6"	73
"Nevada"	"32"	"2008"	"2008"	"Saturday"	"7"	94
"Nevada"	"32"	"2009"	"2009"	"Sunday"	"1"	71
"Nevada"	"32"	"2009"	"2009"	"Monday"	"2"	73
"Nevada"	"32"	"2009"	"2009"	"Tuesday"	"3"	75
"Nevada"	"32"	"2009"	"2009"	"Wednesday"	"4"	69
"Nevada"	"32"	"2009"	"2009"	"Thursday"	"5"	83
"Nevada"	"32"	"2009"	"2009"	"Friday"	"6"	80
"Nevada"	"32"	"2009"	"2009"	"Saturday"	"7"	92
"Nevada"	"32"	"2010"	"2010"	"Sunday"	"1"	87
"Nevada"	"32"	"2010"	"2010"	"Monday"	"2"	81
"Nevada"	"32"	"2010"	"2010"	"Tuesday"	"3"	85
"Nevada"	"32"	"2010"	"2010"	"Wednesday"	"4"	68
"Nevada"	"32"	"2010"	"2010"	"Thursday"	"5"	87
"Nevada"	"32"	"2010"	"2010"	"Friday"	"6"	80
"Nevada"	"32"	"2010"	"2010"	"Saturday"	"7"	82
"Nevada"	"32"	"2011"	"2011"	"Sunday"	"1"	77
"Nevada"	"32"	"2011"	"2011"	"Monday"	"2"	87
"Nevada"	"32"	"2011"	"2011"	"Tuesday"	"3"	76
"Nevada"	"32"	"2011"	"2011"	"Wednesday"	"4"	92
"Nevada"	"32"	"2011"	"2011"	"Thursday"	"5"	87
"Nevada"	"32"	"2011"	"2011"	"Friday"	"6"	93
"Nevada"	"32"	"2011"	"2011"	"Saturday"	"7"	120
"Nevada"	"32"	"2012"	"2012"	"Sunday"	"1"	96
"Nevada"	"32"	"2012"	"2012"	"Monday"	"2"	92
"Nevada"	"32"	"2012"	"2012"	"Tuesday"	"3"	77
"Nevada"	"32"	"2012"	"2012"	"Wednesday"	"4"	88
"Nevada"	"32"	"2012"	"2012"	"Thursday"	"5"	100
"Nevada"	"32"	"2012"	"2012"	"Friday"	"6"	71
"Nevada"	"32"	"2012"	"2012"	"Saturday"	"7"	73
"Nevada"	"32"	"2013"	"2013"	"Sunday"	"1"	84
"Nevada"	"32"	"2013"	"2013"	"Monday"	"2"	91
"Nevada"	"32"	"2013"	"2013"	"Tuesday"	"3"	85
"Nevada"	"32"	"2013"	"2013"	"Wednesday"	"4"	97
"Nevada"	"32"	"2013"	"2013"	"Thursday"	"5"	81
"Nevada"	"32"	"2013"	"2013"	"Friday"	"6"	87
"Nevada"	"32"	"2013"	"2013"	"Saturday"	"7"	88
"Nevada"	"32"	"2014"	"2014"	"Sunday"	"1"	71
"Nevada"	"32"	"2014"	"2014"	"Monday"	"2"	90
"Nevada"	"32"	"2014"	"2014"	"Tuesday"	"3"	72
"Nevada"	"32"	"2014"	"2014"	"Wednesday"	"4"	82
"Nevada"	"32"	"2014"	"2014"	"Thursday"	"5"	69
"Nevada"	"32"	"2014"	"2014"	"Friday"	"6"	60
"Nevada"	"32"	"2014"	"2014"	"Saturday"	"7"	96
"Nevada"	"32"	"2015"	"2015"	"Sunday"	"1"	80
"Nevada"	"32"	"2015"	"2015"	"Monday"	"2"	90
"Nevada"	"32"	"2015"	"2015"	"Tuesday"	"3"	82
"Nevada"	"32"	"2015"	"2015"	"Wednesday"	"4"	97
"Nevada"	"32"	"2015"	"2015"	"Thursday"	"5"	89
"Nevada"	"32"	"2015"	"2015"	"Friday"	"6"	88
"Nevada"	"32"	"2015"	"2015"	"Saturday"	"7"	86
"New Hampshire"	"33"	"1999"	"1999"	"Sunday"	"1"	Suppressed
"New Hampshire"	"33"	"1999"	"1999"	"Monday"	"2"	Suppressed
"New Hampshire"	"33"	"1999"	"1999"	"Tuesday"	"3"	10
"New Hampshire"	"33"	"1999"	"1999"	"Wednesday"	"4"	10
"New Hampshire"	"33"	"1999"	"1999"	"Thursday"	"5"	Suppressed
"New Hampshire"	"33"	"1999"	"1999"	"Friday"	"6"	12
"New Hampshire"	"33"	"1999"	"1999"	"Saturday"	"7"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Sunday"	"1"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Monday"	"2"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Tuesday"	"3"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Wednesday"	"4"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Thursday"	"5"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Friday"	"6"	Suppressed
"New Hampshire"	"33"	"2000"	"2000"	"Saturday"	"7"	Suppressed
"New Hampshire"	"33"	"2001"	"2001"	"Sunday"	"1"	11
"New Hampshire"	"33"	"2001"	"2001"	"Monday"	"2"	Suppressed
"New Hampshire"	"33"	"2001"	"2001"	"Tuesday"	"3"	Suppressed
"New Hampshire"	"33"	"2001"	"2001"	"Wednesday"	"4"	Suppressed
"New Hampshire"	"33"	"2001"	"2001"	"Thursday"	"5"	14
"New Hampshire"	"33"	"2001"	"2001"	"Friday"	"6"	14
"New Hampshire"	"33"	"2001"	"2001"	"Saturday"	"7"	13
"New Hampshire"	"33"	"2002"	"2002"	"Sunday"	"1"	18
"New Hampshire"	"33"	"2002"	"2002"	"Monday"	"2"	16
"New Hampshire"	"33"	"2002"	"2002"	"Tuesday"	"3"	14
"New Hampshire"	"33"	"2002"	"2002"	"Wednesday"	"4"	17
"New Hampshire"	"33"	"2002"	"2002"	"Thursday"	"5"	13
"New Hampshire"	"33"	"2002"	"2002"	"Friday"	"6"	14
"New Hampshire"	"33"	"2002"	"2002"	"Saturday"	"7"	16
"New Hampshire"	"33"	"2003"	"2003"	"Sunday"	"1"	24
"New Hampshire"	"33"	"2003"	"2003"	"Monday"	"2"	14
"New Hampshire"	"33"	"2003"	"2003"	"Tuesday"	"3"	19
"New Hampshire"	"33"	"2003"	"2003"	"Wednesday"	"4"	20
"New Hampshire"	"33"	"2003"	"2003"	"Thursday"	"5"	16
"New Hampshire"	"33"	"2003"	"2003"	"Friday"	"6"	14
"New Hampshire"	"33"	"2003"	"2003"	"Saturday"	"7"	18
"New Hampshire"	"33"	"2004"	"2004"	"Sunday"	"1"	15
"New Hampshire"	"33"	"2004"	"2004"	"Monday"	"2"	22
"New Hampshire"	"33"	"2004"	"2004"	"Tuesday"	"3"	19
"New Hampshire"	"33"	"2004"	"2004"	"Wednesday"	"4"	16
"New Hampshire"	"33"	"2004"	"2004"	"Thursday"	"5"	17
"New Hampshire"	"33"	"2004"	"2004"	"Friday"	"6"	16
"New Hampshire"	"33"	"2004"	"2004"	"Saturday"	"7"	18
"New Hampshire"	"33"	"2005"	"2005"	"Sunday"	"1"	24
"New Hampshire"	"33"	"2005"	"2005"	"Monday"	"2"	15
"New Hampshire"	"33"	"2005"	"2005"	"Tuesday"	"3"	16
"New Hampshire"	"33"	"2005"	"2005"	"Wednesday"	"4"	15
"New Hampshire"	"33"	"2005"	"2005"	"Thursday"	"5"	19
"New Hampshire"	"33"	"2005"	"2005"	"Friday"	"6"	27
"New Hampshire"	"33"	"2005"	"2005"	"Saturday"	"7"	22
"New Hampshire"	"33"	"2006"	"2006"	"Sunday"	"1"	22
"New Hampshire"	"33"	"2006"	"2006"	"Monday"	"2"	19
"New Hampshire"	"33"	"2006"	"2006"	"Tuesday"	"3"	Suppressed
"New Hampshire"	"33"	"2006"	"2006"	"Wednesday"	"4"	26
"New Hampshire"	"33"	"2006"	"2006"	"Thursday"	"5"	24
"New Hampshire"	"33"	"2006"	"2006"	"Friday"	"6"	19
"New Hampshire"	"33"	"2006"	"2006"	"Saturday"	"7"	27
"New Hampshire"	"33"	"2007"	"2007"	"Sunday"	"1"	26
"New Hampshire"	"33"	"2007"	"2007"	"Monday"	"2"	29
"New Hampshire"	"33"	"2007"	"2007"	"Tuesday"	"3"	24
"New Hampshire"	"33"	"2007"	"2007"	"Wednesday"	"4"	21
"New Hampshire"	"33"	"2007"	"2007"	"Thursday"	"5"	24
"New Hampshire"	"33"	"2007"	"2007"	"Friday"	"6"	25
"New Hampshire"	"33"	"2007"	"2007"	"Saturday"	"7"	33
"New Hampshire"	"33"	"2008"	"2008"	"Sunday"	"1"	22
"New Hampshire"	"33"	"2008"	"2008"	"Monday"	"2"	13
"New Hampshire"	"33"	"2008"	"2008"	"Tuesday"	"3"	12
"New Hampshire"	"33"	"2008"	"2008"	"Wednesday"	"4"	17
"New Hampshire"	"33"	"2008"	"2008"	"Thursday"	"5"	20
"New Hampshire"	"33"	"2008"	"2008"	"Friday"	"6"	17
"New Hampshire"	"33"	"2008"	"2008"	"Saturday"	"7"	23
"New Hampshire"	"33"	"2009"	"2009"	"Sunday"	"1"	24
"New Hampshire"	"33"	"2009"	"2009"	"Monday"	"2"	17
"New Hampshire"	"33"	"2009"	"2009"	"Tuesday"	"3"	24
"New Hampshire"	"33"	"2009"	"2009"	"Wednesday"	"4"	26
"New Hampshire"	"33"	"2009"	"2009"	"Thursday"	"5"	21
"New Hampshire"	"33"	"2009"	"2009"	"Friday"	"6"	32
"New Hampshire"	"33"	"2009"	"2009"	"Saturday"	"7"	21
"New Hampshire"	"33"	"2010"	"2010"	"Sunday"	"1"	25
"New Hampshire"	"33"	"2010"	"2010"	"Monday"	"2"	25
"New Hampshire"	"33"	"2010"	"2010"	"Tuesday"	"3"	18
"New Hampshire"	"33"	"2010"	"2010"	"Wednesday"	"4"	17
"New Hampshire"	"33"	"2010"	"2010"	"Thursday"	"5"	16
"New Hampshire"	"33"	"2010"	"2010"	"Friday"	"6"	31
"New Hampshire"	"33"	"2010"	"2010"	"Saturday"	"7"	25
"New Hampshire"	"33"	"2011"	"2011"	"Sunday"	"1"	34
"New Hampshire"	"33"	"2011"	"2011"	"Monday"	"2"	24
"New Hampshire"	"33"	"2011"	"2011"	"Tuesday"	"3"	28
"New Hampshire"	"33"	"2011"	"2011"	"Wednesday"	"4"	24
"New Hampshire"	"33"	"2011"	"2011"	"Thursday"	"5"	27
"New Hampshire"	"33"	"2011"	"2011"	"Friday"	"6"	33
"New Hampshire"	"33"	"2011"	"2011"	"Saturday"	"7"	39
"New Hampshire"	"33"	"2012"	"2012"	"Sunday"	"1"	27
"New Hampshire"	"33"	"2012"	"2012"	"Monday"	"2"	19
"New Hampshire"	"33"	"2012"	"2012"	"Tuesday"	"3"	25
"New Hampshire"	"33"	"2012"	"2012"	"Wednesday"	"4"	17
"New Hampshire"	"33"	"2012"	"2012"	"Thursday"	"5"	31
"New Hampshire"	"33"	"2012"	"2012"	"Friday"	"6"	25
"New Hampshire"	"33"	"2012"	"2012"	"Saturday"	"7"	28
"New Hampshire"	"33"	"2013"	"2013"	"Sunday"	"1"	23
"New Hampshire"	"33"	"2013"	"2013"	"Monday"	"2"	29
"New Hampshire"	"33"	"2013"	"2013"	"Tuesday"	"3"	29
"New Hampshire"	"33"	"2013"	"2013"	"Wednesday"	"4"	35
"New Hampshire"	"33"	"2013"	"2013"	"Thursday"	"5"	29
"New Hampshire"	"33"	"2013"	"2013"	"Friday"	"6"	30
"New Hampshire"	"33"	"2013"	"2013"	"Saturday"	"7"	25
"New Hampshire"	"33"	"2014"	"2014"	"Sunday"	"1"	57
"New Hampshire"	"33"	"2014"	"2014"	"Monday"	"2"	35
"New Hampshire"	"33"	"2014"	"2014"	"Tuesday"	"3"	37
"New Hampshire"	"33"	"2014"	"2014"	"Wednesday"	"4"	46
"New Hampshire"	"33"	"2014"	"2014"	"Thursday"	"5"	43
"New Hampshire"	"33"	"2014"	"2014"	"Friday"	"6"	56
"New Hampshire"	"33"	"2014"	"2014"	"Saturday"	"7"	60
"New Hampshire"	"33"	"2015"	"2015"	"Sunday"	"1"	55
"New Hampshire"	"33"	"2015"	"2015"	"Monday"	"2"	45
"New Hampshire"	"33"	"2015"	"2015"	"Tuesday"	"3"	46
"New Hampshire"	"33"	"2015"	"2015"	"Wednesday"	"4"	56
"New Hampshire"	"33"	"2015"	"2015"	"Thursday"	"5"	57
"New Hampshire"	"33"	"2015"	"2015"	"Friday"	"6"	81
"New Hampshire"	"33"	"2015"	"2015"	"Saturday"	"7"	81
"New Jersey"	"34"	"1999"	"1999"	"Sunday"	"1"	89
"New Jersey"	"34"	"1999"	"1999"	"Monday"	"2"	61
"New Jersey"	"34"	"1999"	"1999"	"Tuesday"	"3"	69
"New Jersey"	"34"	"1999"	"1999"	"Wednesday"	"4"	74
"New Jersey"	"34"	"1999"	"1999"	"Thursday"	"5"	78
"New Jersey"	"34"	"1999"	"1999"	"Friday"	"6"	87
"New Jersey"	"34"	"1999"	"1999"	"Saturday"	"7"	92
"New Jersey"	"34"	"2000"	"2000"	"Sunday"	"1"	98
"New Jersey"	"34"	"2000"	"2000"	"Monday"	"2"	88
"New Jersey"	"34"	"2000"	"2000"	"Tuesday"	"3"	89
"New Jersey"	"34"	"2000"	"2000"	"Wednesday"	"4"	76
"New Jersey"	"34"	"2000"	"2000"	"Thursday"	"5"	89
"New Jersey"	"34"	"2000"	"2000"	"Friday"	"6"	90
"New Jersey"	"34"	"2000"	"2000"	"Saturday"	"7"	104
"New Jersey"	"34"	"2001"	"2001"	"Sunday"	"1"	113
"New Jersey"	"34"	"2001"	"2001"	"Monday"	"2"	98
"New Jersey"	"34"	"2001"	"2001"	"Tuesday"	"3"	92
"New Jersey"	"34"	"2001"	"2001"	"Wednesday"	"4"	77
"New Jersey"	"34"	"2001"	"2001"	"Thursday"	"5"	96
"New Jersey"	"34"	"2001"	"2001"	"Friday"	"6"	102
"New Jersey"	"34"	"2001"	"2001"	"Saturday"	"7"	119
"New Jersey"	"34"	"2002"	"2002"	"Sunday"	"1"	137
"New Jersey"	"34"	"2002"	"2002"	"Monday"	"2"	111
"New Jersey"	"34"	"2002"	"2002"	"Tuesday"	"3"	102
"New Jersey"	"34"	"2002"	"2002"	"Wednesday"	"4"	111
"New Jersey"	"34"	"2002"	"2002"	"Thursday"	"5"	105
"New Jersey"	"34"	"2002"	"2002"	"Friday"	"6"	115
"New Jersey"	"34"	"2002"	"2002"	"Saturday"	"7"	121
"New Jersey"	"34"	"2003"	"2003"	"Sunday"	"1"	119
"New Jersey"	"34"	"2003"	"2003"	"Monday"	"2"	97
"New Jersey"	"34"	"2003"	"2003"	"Tuesday"	"3"	79
"New Jersey"	"34"	"2003"	"2003"	"Wednesday"	"4"	77
"New Jersey"	"34"	"2003"	"2003"	"Thursday"	"5"	102
"New Jersey"	"34"	"2003"	"2003"	"Friday"	"6"	112
"New Jersey"	"34"	"2003"	"2003"	"Saturday"	"7"	125
"New Jersey"	"34"	"2004"	"2004"	"Sunday"	"1"	84
"New Jersey"	"34"	"2004"	"2004"	"Monday"	"2"	80
"New Jersey"	"34"	"2004"	"2004"	"Tuesday"	"3"	68
"New Jersey"	"34"	"2004"	"2004"	"Wednesday"	"4"	70
"New Jersey"	"34"	"2004"	"2004"	"Thursday"	"5"	92
"New Jersey"	"34"	"2004"	"2004"	"Friday"	"6"	77
"New Jersey"	"34"	"2004"	"2004"	"Saturday"	"7"	108
"New Jersey"	"34"	"2005"	"2005"	"Sunday"	"1"	121
"New Jersey"	"34"	"2005"	"2005"	"Monday"	"2"	113
"New Jersey"	"34"	"2005"	"2005"	"Tuesday"	"3"	111
"New Jersey"	"34"	"2005"	"2005"	"Wednesday"	"4"	96
"New Jersey"	"34"	"2005"	"2005"	"Thursday"	"5"	107
"New Jersey"	"34"	"2005"	"2005"	"Friday"	"6"	118
"New Jersey"	"34"	"2005"	"2005"	"Saturday"	"7"	145
"New Jersey"	"34"	"2006"	"2006"	"Sunday"	"1"	135
"New Jersey"	"34"	"2006"	"2006"	"Monday"	"2"	97
"New Jersey"	"34"	"2006"	"2006"	"Tuesday"	"3"	111
"New Jersey"	"34"	"2006"	"2006"	"Wednesday"	"4"	104
"New Jersey"	"34"	"2006"	"2006"	"Thursday"	"5"	103
"New Jersey"	"34"	"2006"	"2006"	"Friday"	"6"	136
"New Jersey"	"34"	"2006"	"2006"	"Saturday"	"7"	151
"New Jersey"	"34"	"2007"	"2007"	"Sunday"	"1"	103
"New Jersey"	"34"	"2007"	"2007"	"Monday"	"2"	103
"New Jersey"	"34"	"2007"	"2007"	"Tuesday"	"3"	113
"New Jersey"	"34"	"2007"	"2007"	"Wednesday"	"4"	84
"New Jersey"	"34"	"2007"	"2007"	"Thursday"	"5"	90
"New Jersey"	"34"	"2007"	"2007"	"Friday"	"6"	95
"New Jersey"	"34"	"2007"	"2007"	"Saturday"	"7"	127
"New Jersey"	"34"	"2008"	"2008"	"Sunday"	"1"	109
"New Jersey"	"34"	"2008"	"2008"	"Monday"	"2"	101
"New Jersey"	"34"	"2008"	"2008"	"Tuesday"	"3"	78
"New Jersey"	"34"	"2008"	"2008"	"Wednesday"	"4"	96
"New Jersey"	"34"	"2008"	"2008"	"Thursday"	"5"	107
"New Jersey"	"34"	"2008"	"2008"	"Friday"	"6"	79
"New Jersey"	"34"	"2008"	"2008"	"Saturday"	"7"	122
"New Jersey"	"34"	"2009"	"2009"	"Sunday"	"1"	40
"New Jersey"	"34"	"2009"	"2009"	"Monday"	"2"	29
"New Jersey"	"34"	"2009"	"2009"	"Tuesday"	"3"	30
"New Jersey"	"34"	"2009"	"2009"	"Wednesday"	"4"	42
"New Jersey"	"34"	"2009"	"2009"	"Thursday"	"5"	36
"New Jersey"	"34"	"2009"	"2009"	"Friday"	"6"	39
"New Jersey"	"34"	"2009"	"2009"	"Saturday"	"7"	46
"New Jersey"	"34"	"2010"	"2010"	"Sunday"	"1"	134
"New Jersey"	"34"	"2010"	"2010"	"Monday"	"2"	109
"New Jersey"	"34"	"2010"	"2010"	"Tuesday"	"3"	105
"New Jersey"	"34"	"2010"	"2010"	"Wednesday"	"4"	116
"New Jersey"	"34"	"2010"	"2010"	"Thursday"	"5"	122
"New Jersey"	"34"	"2010"	"2010"	"Friday"	"6"	133
"New Jersey"	"34"	"2010"	"2010"	"Saturday"	"7"	131
"New Jersey"	"34"	"2011"	"2011"	"Sunday"	"1"	138
"New Jersey"	"34"	"2011"	"2011"	"Monday"	"2"	131
"New Jersey"	"34"	"2011"	"2011"	"Tuesday"	"3"	117
"New Jersey"	"34"	"2011"	"2011"	"Wednesday"	"4"	148
"New Jersey"	"34"	"2011"	"2011"	"Thursday"	"5"	131
"New Jersey"	"34"	"2011"	"2011"	"Friday"	"6"	144
"New Jersey"	"34"	"2011"	"2011"	"Saturday"	"7"	192
"New Jersey"	"34"	"2012"	"2012"	"Sunday"	"1"	195
"New Jersey"	"34"	"2012"	"2012"	"Monday"	"2"	150
"New Jersey"	"34"	"2012"	"2012"	"Tuesday"	"3"	167
"New Jersey"	"34"	"2012"	"2012"	"Wednesday"	"4"	143
"New Jersey"	"34"	"2012"	"2012"	"Thursday"	"5"	173
"New Jersey"	"34"	"2012"	"2012"	"Friday"	"6"	176
"New Jersey"	"34"	"2012"	"2012"	"Saturday"	"7"	202
"New Jersey"	"34"	"2013"	"2013"	"Sunday"	"1"	217
"New Jersey"	"34"	"2013"	"2013"	"Monday"	"2"	163
"New Jersey"	"34"	"2013"	"2013"	"Tuesday"	"3"	184
"New Jersey"	"34"	"2013"	"2013"	"Wednesday"	"4"	170
"New Jersey"	"34"	"2013"	"2013"	"Thursday"	"5"	154
"New Jersey"	"34"	"2013"	"2013"	"Friday"	"6"	181
"New Jersey"	"34"	"2013"	"2013"	"Saturday"	"7"	220
"New Jersey"	"34"	"2014"	"2014"	"Sunday"	"1"	192
"New Jersey"	"34"	"2014"	"2014"	"Monday"	"2"	161
"New Jersey"	"34"	"2014"	"2014"	"Tuesday"	"3"	155
"New Jersey"	"34"	"2014"	"2014"	"Wednesday"	"4"	189
"New Jersey"	"34"	"2014"	"2014"	"Thursday"	"5"	159
"New Jersey"	"34"	"2014"	"2014"	"Friday"	"6"	178
"New Jersey"	"34"	"2014"	"2014"	"Saturday"	"7"	208
"New Jersey"	"34"	"2015"	"2015"	"Sunday"	"1"	217
"New Jersey"	"34"	"2015"	"2015"	"Monday"	"2"	193
"New Jersey"	"34"	"2015"	"2015"	"Tuesday"	"3"	187
"New Jersey"	"34"	"2015"	"2015"	"Wednesday"	"4"	183
"New Jersey"	"34"	"2015"	"2015"	"Thursday"	"5"	204
"New Jersey"	"34"	"2015"	"2015"	"Friday"	"6"	211
"New Jersey"	"34"	"2015"	"2015"	"Saturday"	"7"	249
"New Mexico"	"35"	"1999"	"1999"	"Sunday"	"1"	41
"New Mexico"	"35"	"1999"	"1999"	"Monday"	"2"	35
"New Mexico"	"35"	"1999"	"1999"	"Tuesday"	"3"	40
"New Mexico"	"35"	"1999"	"1999"	"Wednesday"	"4"	27
"New Mexico"	"35"	"1999"	"1999"	"Thursday"	"5"	41
"New Mexico"	"35"	"1999"	"1999"	"Friday"	"6"	24
"New Mexico"	"35"	"1999"	"1999"	"Saturday"	"7"	50
"New Mexico"	"35"	"2000"	"2000"	"Sunday"	"1"	39
"New Mexico"	"35"	"2000"	"2000"	"Monday"	"2"	40
"New Mexico"	"35"	"2000"	"2000"	"Tuesday"	"3"	45
"New Mexico"	"35"	"2000"	"2000"	"Wednesday"	"4"	39
"New Mexico"	"35"	"2000"	"2000"	"Thursday"	"5"	32
"New Mexico"	"35"	"2000"	"2000"	"Friday"	"6"	37
"New Mexico"	"35"	"2000"	"2000"	"Saturday"	"7"	30
"New Mexico"	"35"	"2001"	"2001"	"Sunday"	"1"	39
"New Mexico"	"35"	"2001"	"2001"	"Monday"	"2"	31
"New Mexico"	"35"	"2001"	"2001"	"Tuesday"	"3"	30
"New Mexico"	"35"	"2001"	"2001"	"Wednesday"	"4"	29
"New Mexico"	"35"	"2001"	"2001"	"Thursday"	"5"	39
"New Mexico"	"35"	"2001"	"2001"	"Friday"	"6"	41
"New Mexico"	"35"	"2001"	"2001"	"Saturday"	"7"	46
"New Mexico"	"35"	"2002"	"2002"	"Sunday"	"1"	46
"New Mexico"	"35"	"2002"	"2002"	"Monday"	"2"	39
"New Mexico"	"35"	"2002"	"2002"	"Tuesday"	"3"	47
"New Mexico"	"35"	"2002"	"2002"	"Wednesday"	"4"	38
"New Mexico"	"35"	"2002"	"2002"	"Thursday"	"5"	35
"New Mexico"	"35"	"2002"	"2002"	"Friday"	"6"	38
"New Mexico"	"35"	"2002"	"2002"	"Saturday"	"7"	39
"New Mexico"	"35"	"2003"	"2003"	"Sunday"	"1"	54
"New Mexico"	"35"	"2003"	"2003"	"Monday"	"2"	53
"New Mexico"	"35"	"2003"	"2003"	"Tuesday"	"3"	59
"New Mexico"	"35"	"2003"	"2003"	"Wednesday"	"4"	51
"New Mexico"	"35"	"2003"	"2003"	"Thursday"	"5"	48
"New Mexico"	"35"	"2003"	"2003"	"Friday"	"6"	34
"New Mexico"	"35"	"2003"	"2003"	"Saturday"	"7"	53
"New Mexico"	"35"	"2004"	"2004"	"Sunday"	"1"	52
"New Mexico"	"35"	"2004"	"2004"	"Monday"	"2"	41
"New Mexico"	"35"	"2004"	"2004"	"Tuesday"	"3"	42
"New Mexico"	"35"	"2004"	"2004"	"Wednesday"	"4"	34
"New Mexico"	"35"	"2004"	"2004"	"Thursday"	"5"	37
"New Mexico"	"35"	"2004"	"2004"	"Friday"	"6"	50
"New Mexico"	"35"	"2004"	"2004"	"Saturday"	"7"	53
"New Mexico"	"35"	"2005"	"2005"	"Sunday"	"1"	63
"New Mexico"	"35"	"2005"	"2005"	"Monday"	"2"	39
"New Mexico"	"35"	"2005"	"2005"	"Tuesday"	"3"	51
"New Mexico"	"35"	"2005"	"2005"	"Wednesday"	"4"	56
"New Mexico"	"35"	"2005"	"2005"	"Thursday"	"5"	52
"New Mexico"	"35"	"2005"	"2005"	"Friday"	"6"	47
"New Mexico"	"35"	"2005"	"2005"	"Saturday"	"7"	62
"New Mexico"	"35"	"2006"	"2006"	"Sunday"	"1"	63
"New Mexico"	"35"	"2006"	"2006"	"Monday"	"2"	59
"New Mexico"	"35"	"2006"	"2006"	"Tuesday"	"3"	57
"New Mexico"	"35"	"2006"	"2006"	"Wednesday"	"4"	51
"New Mexico"	"35"	"2006"	"2006"	"Thursday"	"5"	60
"New Mexico"	"35"	"2006"	"2006"	"Friday"	"6"	52
"New Mexico"	"35"	"2006"	"2006"	"Saturday"	"7"	75
"New Mexico"	"35"	"2007"	"2007"	"Sunday"	"1"	67
"New Mexico"	"35"	"2007"	"2007"	"Monday"	"2"	49
"New Mexico"	"35"	"2007"	"2007"	"Tuesday"	"3"	72
"New Mexico"	"35"	"2007"	"2007"	"Wednesday"	"4"	61
"New Mexico"	"35"	"2007"	"2007"	"Thursday"	"5"	63
"New Mexico"	"35"	"2007"	"2007"	"Friday"	"6"	70
"New Mexico"	"35"	"2007"	"2007"	"Saturday"	"7"	75
"New Mexico"	"35"	"2008"	"2008"	"Sunday"	"1"	86
"New Mexico"	"35"	"2008"	"2008"	"Monday"	"2"	75
"New Mexico"	"35"	"2008"	"2008"	"Tuesday"	"3"	62
"New Mexico"	"35"	"2008"	"2008"	"Wednesday"	"4"	69
"New Mexico"	"35"	"2008"	"2008"	"Thursday"	"5"	78
"New Mexico"	"35"	"2008"	"2008"	"Friday"	"6"	74
"New Mexico"	"35"	"2008"	"2008"	"Saturday"	"7"	69
"New Mexico"	"35"	"2009"	"2009"	"Sunday"	"1"	73
"New Mexico"	"35"	"2009"	"2009"	"Monday"	"2"	70
"New Mexico"	"35"	"2009"	"2009"	"Tuesday"	"3"	59
"New Mexico"	"35"	"2009"	"2009"	"Wednesday"	"4"	49
"New Mexico"	"35"	"2009"	"2009"	"Thursday"	"5"	54
"New Mexico"	"35"	"2009"	"2009"	"Friday"	"6"	62
"New Mexico"	"35"	"2009"	"2009"	"Saturday"	"7"	64
"New Mexico"	"35"	"2010"	"2010"	"Sunday"	"1"	63
"New Mexico"	"35"	"2010"	"2010"	"Monday"	"2"	64
"New Mexico"	"35"	"2010"	"2010"	"Tuesday"	"3"	54
"New Mexico"	"35"	"2010"	"2010"	"Wednesday"	"4"	72
"New Mexico"	"35"	"2010"	"2010"	"Thursday"	"5"	56
"New Mexico"	"35"	"2010"	"2010"	"Friday"	"6"	70
"New Mexico"	"35"	"2010"	"2010"	"Saturday"	"7"	92
"New Mexico"	"35"	"2011"	"2011"	"Sunday"	"1"	80
"New Mexico"	"35"	"2011"	"2011"	"Monday"	"2"	61
"New Mexico"	"35"	"2011"	"2011"	"Tuesday"	"3"	59
"New Mexico"	"35"	"2011"	"2011"	"Wednesday"	"4"	81
"New Mexico"	"35"	"2011"	"2011"	"Thursday"	"5"	81
"New Mexico"	"35"	"2011"	"2011"	"Friday"	"6"	71
"New Mexico"	"35"	"2011"	"2011"	"Saturday"	"7"	92
"New Mexico"	"35"	"2012"	"2012"	"Sunday"	"1"	75
"New Mexico"	"35"	"2012"	"2012"	"Monday"	"2"	77
"New Mexico"	"35"	"2012"	"2012"	"Tuesday"	"3"	63
"New Mexico"	"35"	"2012"	"2012"	"Wednesday"	"4"	66
"New Mexico"	"35"	"2012"	"2012"	"Thursday"	"5"	63
"New Mexico"	"35"	"2012"	"2012"	"Friday"	"6"	66
"New Mexico"	"35"	"2012"	"2012"	"Saturday"	"7"	76
"New Mexico"	"35"	"2013"	"2013"	"Sunday"	"1"	72
"New Mexico"	"35"	"2013"	"2013"	"Monday"	"2"	58
