"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
"Stokes County, NC"	"37169"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2492	Suppressed
"Stokes County, NC"	"37169"	"Black or African American"	"2054-5"	Suppressed	36044	Suppressed
"Stokes County, NC"	"37169"	"White"	"2106-3"	110	744381	14.8
"Surry County, NC"	"37171"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5303	Suppressed
"Surry County, NC"	"37171"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8256	Suppressed
"Surry County, NC"	"37171"	"Black or African American"	"2054-5"	Suppressed	53254	Suppressed
"Surry County, NC"	"37171"	"White"	"2106-3"	169	1168919	14.5
"Swain County, NC"	"37173"	"American Indian or Alaska Native"	"1002-5"	14	69169	Unreliable
"Swain County, NC"	"37173"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1019	Suppressed
"Swain County, NC"	"37173"	"Black or African American"	"2054-5"	Suppressed	3300	Suppressed
"Swain County, NC"	"37173"	"White"	"2106-3"	33	158579	20.8
"Transylvania County, NC"	"37175"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1872	Suppressed
"Transylvania County, NC"	"37175"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2807	Suppressed
"Transylvania County, NC"	"37175"	"Black or African American"	"2054-5"	Suppressed	24284	Suppressed
"Transylvania County, NC"	"37175"	"White"	"2106-3"	84	507402	16.6
"Tyrrell County, NC"	"37177"	"American Indian or Alaska Native"	"1002-5"	Suppressed	376	Suppressed
"Tyrrell County, NC"	"37177"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1234	Suppressed
"Tyrrell County, NC"	"37177"	"Black or African American"	"2054-5"	Suppressed	28822	Suppressed
"Tyrrell County, NC"	"37177"	"White"	"2106-3"	Suppressed	42036	Suppressed
"Union County, NC"	"37179"	"American Indian or Alaska Native"	"1002-5"	Suppressed	18867	Suppressed
"Union County, NC"	"37179"	"Asian or Pacific Islander"	"A-PI"	Suppressed	50461	Suppressed
"Union County, NC"	"37179"	"Black or African American"	"2054-5"	13	373005	Unreliable
"Union County, NC"	"37179"	"White"	"2106-3"	186	2545349	7.3
"Vance County, NC"	"37181"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4274	Suppressed
"Vance County, NC"	"37181"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4116	Suppressed
"Vance County, NC"	"37181"	"Black or African American"	"2054-5"	20	382509	5.2
"Vance County, NC"	"37181"	"White"	"2106-3"	78	364121	21.4
"Wake County, NC"	"37183"	"American Indian or Alaska Native"	"1002-5"	Suppressed	107127	Suppressed
"Wake County, NC"	"37183"	"Asian or Pacific Islander"	"A-PI"	Suppressed	743656	Suppressed
"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	114	2976245	3.8
"Wake County, NC"	"37183"	"White"	"2106-3"	755	10030750	7.5
"Warren County, NC"	"37185"	"American Indian or Alaska Native"	"1002-5"	Suppressed	18747	Suppressed
"Warren County, NC"	"37185"	"Asian or Pacific Islander"	"A-PI"	Suppressed	941	Suppressed
"Warren County, NC"	"37185"	"Black or African American"	"2054-5"	Suppressed	188516	Suppressed
"Warren County, NC"	"37185"	"White"	"2106-3"	Suppressed	139848	Suppressed
"Washington County, NC"	"37187"	"American Indian or Alaska Native"	"1002-5"	Suppressed	890	Suppressed
"Washington County, NC"	"37187"	"Asian or Pacific Islander"	"A-PI"	Suppressed	832	Suppressed
"Washington County, NC"	"37187"	"Black or African American"	"2054-5"	Suppressed	113066	Suppressed
"Washington County, NC"	"37187"	"White"	"2106-3"	Suppressed	109692	Suppressed
"Watauga County, NC"	"37189"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2490	Suppressed
"Watauga County, NC"	"37189"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8023	Suppressed
"Watauga County, NC"	"37189"	"Black or African American"	"2054-5"	Suppressed	16583	Suppressed
"Watauga County, NC"	"37189"	"White"	"2106-3"	79	793003	10.0
"Wayne County, NC"	"37191"	"American Indian or Alaska Native"	"1002-5"	Suppressed	13013	Suppressed
"Wayne County, NC"	"37191"	"Asian or Pacific Islander"	"A-PI"	Suppressed	28524	Suppressed
"Wayne County, NC"	"37191"	"Black or African American"	"2054-5"	29	673767	4.3
"Wayne County, NC"	"37191"	"White"	"2106-3"	127	1308868	9.7
"Wilkes County, NC"	"37193"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3112	Suppressed
"Wilkes County, NC"	"37193"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5890	Suppressed
"Wilkes County, NC"	"37193"	"Black or African American"	"2054-5"	Suppressed	52194	Suppressed
"Wilkes County, NC"	"37193"	"White"	"2106-3"	273	1096836	24.9
"Wilson County, NC"	"37195"	"American Indian or Alaska Native"	"1002-5"	Suppressed	6260	Suppressed
"Wilson County, NC"	"37195"	"Asian or Pacific Islander"	"A-PI"	Suppressed	11929	Suppressed
"Wilson County, NC"	"37195"	"Black or African American"	"2054-5"	13	534596	Unreliable
"Wilson County, NC"	"37195"	"White"	"2106-3"	73	777882	9.4
"Yadkin County, NC"	"37197"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2705	Suppressed
"Yadkin County, NC"	"37197"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2213	Suppressed
"Yadkin County, NC"	"37197"	"Black or African American"	"2054-5"	Suppressed	22809	Suppressed
"Yadkin County, NC"	"37197"	"White"	"2106-3"	101	611253	16.5
"Yancey County, NC"	"37199"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1538	Suppressed
"Yancey County, NC"	"37199"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1069	Suppressed
"Yancey County, NC"	"37199"	"Black or African American"	"2054-5"	Suppressed	3097	Suppressed
"Yancey County, NC"	"37199"	"White"	"2106-3"	66	295983	22.3
"Adams County, ND"	"38001"	"American Indian or Alaska Native"	"1002-5"	Suppressed	228	Suppressed
"Adams County, ND"	"38001"	"Asian or Pacific Islander"	"A-PI"	Suppressed	167	Suppressed
"Adams County, ND"	"38001"	"Black or African American"	"2054-5"	Suppressed	209	Suppressed
"Adams County, ND"	"38001"	"White"	"2106-3"	Suppressed	40458	Suppressed
"Barnes County, ND"	"38003"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1654	Suppressed
"Barnes County, ND"	"38003"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1171	Suppressed
"Barnes County, ND"	"38003"	"Black or African American"	"2054-5"	Suppressed	1971	Suppressed
"Barnes County, ND"	"38003"	"White"	"2106-3"	Suppressed	185980	Suppressed
"Benson County, ND"	"38005"	"American Indian or Alaska Native"	"1002-5"	Suppressed	60815	Suppressed
"Benson County, ND"	"38005"	"Asian or Pacific Islander"	"A-PI"	Suppressed	149	Suppressed
"Benson County, ND"	"38005"	"Black or African American"	"2054-5"	Suppressed	185	Suppressed
"Benson County, ND"	"38005"	"White"	"2106-3"	Suppressed	53895	Suppressed
"Billings County, ND"	"38007"	"American Indian or Alaska Native"	"1002-5"	Suppressed	49	Suppressed
"Billings County, ND"	"38007"	"Asian or Pacific Islander"	"A-PI"	Suppressed	142	Suppressed
"Billings County, ND"	"38007"	"Black or African American"	"2054-5"	Suppressed	29	Suppressed
"Billings County, ND"	"38007"	"White"	"2106-3"	Suppressed	13993	Suppressed
"Bottineau County, ND"	"38009"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2452	Suppressed
"Bottineau County, ND"	"38009"	"Asian or Pacific Islander"	"A-PI"	Suppressed	341	Suppressed
"Bottineau County, ND"	"38009"	"Black or African American"	"2054-5"	Suppressed	734	Suppressed
"Bottineau County, ND"	"38009"	"White"	"2106-3"	Suppressed	110115	Suppressed
"Bowman County, ND"	"38011"	"American Indian or Alaska Native"	"1002-5"	Suppressed	548	Suppressed
"Bowman County, ND"	"38011"	"Asian or Pacific Islander"	"A-PI"	Suppressed	59	Suppressed
"Bowman County, ND"	"38011"	"Black or African American"	"2054-5"	Suppressed	128	Suppressed
"Bowman County, ND"	"38011"	"White"	"2106-3"	Suppressed	52880	Suppressed
"Burke County, ND"	"38013"	"American Indian or Alaska Native"	"1002-5"	Suppressed	220	Suppressed
"Burke County, ND"	"38013"	"Asian or Pacific Islander"	"A-PI"	Suppressed	171	Suppressed
"Burke County, ND"	"38013"	"Black or African American"	"2054-5"	Suppressed	181	Suppressed
"Burke County, ND"	"38013"	"White"	"2106-3"	Suppressed	35300	Suppressed
"Burleigh County, ND"	"38015"	"American Indian or Alaska Native"	"1002-5"	Suppressed	55308	Suppressed
"Burleigh County, ND"	"38015"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8363	Suppressed
"Burleigh County, ND"	"38015"	"Black or African American"	"2054-5"	Suppressed	11389	Suppressed
"Burleigh County, ND"	"38015"	"White"	"2106-3"	50	1258155	4.0
"Cass County, ND"	"38017"	"American Indian or Alaska Native"	"1002-5"	Suppressed	33703	Suppressed
"Cass County, ND"	"38017"	"Asian or Pacific Islander"	"A-PI"	Suppressed	54005	Suppressed
"Cass County, ND"	"38017"	"Black or African American"	"2054-5"	Suppressed	59466	Suppressed
"Cass County, ND"	"38017"	"White"	"2106-3"	81	2279725	3.6
"Cavalier County, ND"	"38019"	"American Indian or Alaska Native"	"1002-5"	Suppressed	658	Suppressed
"Cavalier County, ND"	"38019"	"Asian or Pacific Islander"	"A-PI"	Suppressed	136	Suppressed
"Cavalier County, ND"	"38019"	"Black or African American"	"2054-5"	Suppressed	227	Suppressed
"Cavalier County, ND"	"38019"	"White"	"2106-3"	Suppressed	71093	Suppressed
"Dickey County, ND"	"38021"	"American Indian or Alaska Native"	"1002-5"	Suppressed	609	Suppressed
"Dickey County, ND"	"38021"	"Asian or Pacific Islander"	"A-PI"	Suppressed	441	Suppressed
"Dickey County, ND"	"38021"	"Black or African American"	"2054-5"	Suppressed	747	Suppressed
"Dickey County, ND"	"38021"	"White"	"2106-3"	Suppressed	90342	Suppressed
"Divide County, ND"	"38023"	"American Indian or Alaska Native"	"1002-5"	Suppressed	166	Suppressed
"Divide County, ND"	"38023"	"Asian or Pacific Islander"	"A-PI"	Suppressed	168	Suppressed
"Divide County, ND"	"38023"	"Black or African American"	"2054-5"	Suppressed	170	Suppressed
"Divide County, ND"	"38023"	"White"	"2106-3"	Suppressed	36740	Suppressed
"Dunn County, ND"	"38025"	"American Indian or Alaska Native"	"1002-5"	Suppressed	7900	Suppressed
"Dunn County, ND"	"38025"	"Asian or Pacific Islander"	"A-PI"	Suppressed	303	Suppressed
"Dunn County, ND"	"38025"	"Black or African American"	"2054-5"	Suppressed	261	Suppressed
"Dunn County, ND"	"38025"	"White"	"2106-3"	Suppressed	54528	Suppressed
"Eddy County, ND"	"38027"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1162	Suppressed
"Eddy County, ND"	"38027"	"Asian or Pacific Islander"	"A-PI"	Suppressed	127	Suppressed
"Eddy County, ND"	"38027"	"Black or African American"	"2054-5"	Suppressed	145	Suppressed
"Eddy County, ND"	"38027"	"White"	"2106-3"	Suppressed	41578	Suppressed
"Emmons County, ND"	"38029"	"American Indian or Alaska Native"	"1002-5"	Suppressed	214	Suppressed
"Emmons County, ND"	"38029"	"Asian or Pacific Islander"	"A-PI"	Suppressed	152	Suppressed
"Emmons County, ND"	"38029"	"Black or African American"	"2054-5"	Suppressed	174	Suppressed
"Emmons County, ND"	"38029"	"White"	"2106-3"	Suppressed	63738	Suppressed
"Foster County, ND"	"38031"	"American Indian or Alaska Native"	"1002-5"	Suppressed	368	Suppressed
"Foster County, ND"	"38031"	"Asian or Pacific Islander"	"A-PI"	Suppressed	60	Suppressed
"Foster County, ND"	"38031"	"Black or African American"	"2054-5"	Suppressed	219	Suppressed
"Foster County, ND"	"38031"	"White"	"2106-3"	Suppressed	58715	Suppressed
"Golden Valley County, ND"	"38033"	"American Indian or Alaska Native"	"1002-5"	Suppressed	255	Suppressed
"Golden Valley County, ND"	"38033"	"Asian or Pacific Islander"	"A-PI"	Suppressed	53	Suppressed
"Golden Valley County, ND"	"38033"	"Black or African American"	"2054-5"	Suppressed	172	Suppressed
"Golden Valley County, ND"	"38033"	"White"	"2106-3"	Suppressed	29702	Suppressed
"Grand Forks County, ND"	"38035"	"American Indian or Alaska Native"	"1002-5"	Suppressed	31825	Suppressed
"Grand Forks County, ND"	"38035"	"Asian or Pacific Islander"	"A-PI"	Suppressed	22222	Suppressed
"Grand Forks County, ND"	"38035"	"Black or African American"	"2054-5"	Suppressed	28057	Suppressed
"Grand Forks County, ND"	"38035"	"White"	"2106-3"	45	1058621	4.3
"Grant County, ND"	"38037"	"American Indian or Alaska Native"	"1002-5"	Suppressed	650	Suppressed
"Grant County, ND"	"38037"	"Asian or Pacific Islander"	"A-PI"	Suppressed	95	Suppressed
"Grant County, ND"	"38037"	"Black or African American"	"2054-5"	Suppressed	119	Suppressed
"Grant County, ND"	"38037"	"White"	"2106-3"	Suppressed	42246	Suppressed
"Griggs County, ND"	"38039"	"American Indian or Alaska Native"	"1002-5"	Suppressed	151	Suppressed
"Griggs County, ND"	"38039"	"Asian or Pacific Islander"	"A-PI"	Suppressed	67	Suppressed
"Griggs County, ND"	"38039"	"Black or African American"	"2054-5"	Suppressed	118	Suppressed
"Griggs County, ND"	"38039"	"White"	"2106-3"	Suppressed	41891	Suppressed
"Hettinger County, ND"	"38041"	"American Indian or Alaska Native"	"1002-5"	Suppressed	778	Suppressed
"Hettinger County, ND"	"38041"	"Asian or Pacific Islander"	"A-PI"	Suppressed	94	Suppressed
"Hettinger County, ND"	"38041"	"Black or African American"	"2054-5"	Suppressed	247	Suppressed
"Hettinger County, ND"	"38041"	"White"	"2106-3"	Suppressed	43089	Suppressed
"Kidder County, ND"	"38043"	"American Indian or Alaska Native"	"1002-5"	Suppressed	200	Suppressed
"Kidder County, ND"	"38043"	"Asian or Pacific Islander"	"A-PI"	Suppressed	231	Suppressed
"Kidder County, ND"	"38043"	"Black or African American"	"2054-5"	Suppressed	160	Suppressed
"Kidder County, ND"	"38043"	"White"	"2106-3"	Suppressed	42211	Suppressed
"LaMoure County, ND"	"38045"	"American Indian or Alaska Native"	"1002-5"	Suppressed	228	Suppressed
"LaMoure County, ND"	"38045"	"Asian or Pacific Islander"	"A-PI"	Suppressed	84	Suppressed
"LaMoure County, ND"	"38045"	"Black or African American"	"2054-5"	Suppressed	270	Suppressed
"LaMoure County, ND"	"38045"	"White"	"2106-3"	Suppressed	73499	Suppressed
"Logan County, ND"	"38047"	"American Indian or Alaska Native"	"1002-5"	Suppressed	123	Suppressed
"Logan County, ND"	"38047"	"Asian or Pacific Islander"	"A-PI"	Suppressed	77	Suppressed
"Logan County, ND"	"38047"	"Black or African American"	"2054-5"	Suppressed	78	Suppressed
"Logan County, ND"	"38047"	"White"	"2106-3"	Suppressed	34897	Suppressed
"McHenry County, ND"	"38049"	"American Indian or Alaska Native"	"1002-5"	Suppressed	611	Suppressed
"McHenry County, ND"	"38049"	"Asian or Pacific Islander"	"A-PI"	Suppressed	228	Suppressed
"McHenry County, ND"	"38049"	"Black or African American"	"2054-5"	Suppressed	322	Suppressed
"McHenry County, ND"	"38049"	"White"	"2106-3"	Suppressed	95682	Suppressed
"McIntosh County, ND"	"38051"	"American Indian or Alaska Native"	"1002-5"	Suppressed	173	Suppressed
"McIntosh County, ND"	"38051"	"Asian or Pacific Islander"	"A-PI"	Suppressed	210	Suppressed
"McIntosh County, ND"	"38051"	"Black or African American"	"2054-5"	Suppressed	122	Suppressed
"McIntosh County, ND"	"38051"	"White"	"2106-3"	Suppressed	51007	Suppressed
"McKenzie County, ND"	"38053"	"American Indian or Alaska Native"	"1002-5"	Suppressed	24196	Suppressed
"McKenzie County, ND"	"38053"	"Asian or Pacific Islander"	"A-PI"	Suppressed	471	Suppressed
"McKenzie County, ND"	"38053"	"Black or African American"	"2054-5"	Suppressed	779	Suppressed
"McKenzie County, ND"	"38053"	"White"	"2106-3"	Suppressed	92454	Suppressed
"McLean County, ND"	"38055"	"American Indian or Alaska Native"	"1002-5"	Suppressed	10936	Suppressed
"McLean County, ND"	"38055"	"Asian or Pacific Islander"	"A-PI"	Suppressed	229	Suppressed
"McLean County, ND"	"38055"	"Black or African American"	"2054-5"	Suppressed	409	Suppressed
"McLean County, ND"	"38055"	"White"	"2106-3"	Suppressed	143950	Suppressed
"Mercer County, ND"	"38057"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3545	Suppressed
"Mercer County, ND"	"38057"	"Asian or Pacific Islander"	"A-PI"	Suppressed	759	Suppressed
"Mercer County, ND"	"38057"	"Black or African American"	"2054-5"	Suppressed	527	Suppressed
"Mercer County, ND"	"38057"	"White"	"2106-3"	Suppressed	139884	Suppressed
"Morton County, ND"	"38059"	"American Indian or Alaska Native"	"1002-5"	Suppressed	15995	Suppressed
"Morton County, ND"	"38059"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1775	Suppressed
"Morton County, ND"	"38059"	"Black or African American"	"2054-5"	Suppressed	3189	Suppressed
"Morton County, ND"	"38059"	"White"	"2106-3"	16	434451	Unreliable
"Mountrail County, ND"	"38061"	"American Indian or Alaska Native"	"1002-5"	Suppressed	40535	Suppressed
"Mountrail County, ND"	"38061"	"Asian or Pacific Islander"	"A-PI"	Suppressed	374	Suppressed
"Mountrail County, ND"	"38061"	"Black or African American"	"2054-5"	Suppressed	709	Suppressed
"Mountrail County, ND"	"38061"	"White"	"2106-3"	Suppressed	87687	Suppressed
"Nelson County, ND"	"38063"	"American Indian or Alaska Native"	"1002-5"	Suppressed	473	Suppressed
"Nelson County, ND"	"38063"	"Asian or Pacific Islander"	"A-PI"	Suppressed	151	Suppressed
"Nelson County, ND"	"38063"	"Black or African American"	"2054-5"	Suppressed	247	Suppressed
"Nelson County, ND"	"38063"	"White"	"2106-3"	Suppressed	54953	Suppressed
"Oliver County, ND"	"38065"	"American Indian or Alaska Native"	"1002-5"	Suppressed	556	Suppressed
"Oliver County, ND"	"38065"	"Asian or Pacific Islander"	"A-PI"	Suppressed	64	Suppressed
"Oliver County, ND"	"38065"	"Black or African American"	"2054-5"	Suppressed	132	Suppressed
"Oliver County, ND"	"38065"	"White"	"2106-3"	Suppressed	31625	Suppressed
"Pembina County, ND"	"38067"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2587	Suppressed
"Pembina County, ND"	"38067"	"Asian or Pacific Islander"	"A-PI"	Suppressed	338	Suppressed
"Pembina County, ND"	"38067"	"Black or African American"	"2054-5"	Suppressed	520	Suppressed
"Pembina County, ND"	"38067"	"White"	"2106-3"	Suppressed	128234	Suppressed
"Pierce County, ND"	"38069"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2211	Suppressed
"Pierce County, ND"	"38069"	"Asian or Pacific Islander"	"A-PI"	Suppressed	128	Suppressed
"Pierce County, ND"	"38069"	"Black or African American"	"2054-5"	Suppressed	382	Suppressed
"Pierce County, ND"	"38069"	"White"	"2106-3"	Suppressed	73040	Suppressed
"Ramsey County, ND"	"38071"	"American Indian or Alaska Native"	"1002-5"	Suppressed	16877	Suppressed
"Ramsey County, ND"	"38071"	"Asian or Pacific Islander"	"A-PI"	Suppressed	850	Suppressed
"Ramsey County, ND"	"38071"	"Black or African American"	"2054-5"	Suppressed	926	Suppressed
"Ramsey County, ND"	"38071"	"White"	"2106-3"	Suppressed	178140	Suppressed
"Ransom County, ND"	"38073"	"American Indian or Alaska Native"	"1002-5"	Suppressed	430	Suppressed
"Ransom County, ND"	"38073"	"Asian or Pacific Islander"	"A-PI"	Suppressed	348	Suppressed
"Ransom County, ND"	"38073"	"Black or African American"	"2054-5"	Suppressed	515	Suppressed
"Ransom County, ND"	"38073"	"White"	"2106-3"	Suppressed	94929	Suppressed
"Renville County, ND"	"38075"	"American Indian or Alaska Native"	"1002-5"	Suppressed	224	Suppressed
"Renville County, ND"	"38075"	"Asian or Pacific Islander"	"A-PI"	Suppressed	149	Suppressed
"Renville County, ND"	"38075"	"Black or African American"	"2054-5"	Suppressed	220	Suppressed
"Renville County, ND"	"38075"	"White"	"2106-3"	Suppressed	42373	Suppressed
"Richland County, ND"	"38077"	"American Indian or Alaska Native"	"1002-5"	Suppressed	6743	Suppressed
"Richland County, ND"	"38077"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1509	Suppressed
"Richland County, ND"	"38077"	"Black or African American"	"2054-5"	Suppressed	2259	Suppressed
"Richland County, ND"	"38077"	"White"	"2106-3"	13	277152	Unreliable
"Rolette County, ND"	"38079"	"American Indian or Alaska Native"	"1002-5"	13	181458	Unreliable
"Rolette County, ND"	"38079"	"Asian or Pacific Islander"	"A-PI"	Suppressed	346	Suppressed
"Rolette County, ND"	"38079"	"Black or African American"	"2054-5"	Suppressed	659	Suppressed
"Rolette County, ND"	"38079"	"White"	"2106-3"	Suppressed	54407	Suppressed
"Sargent County, ND"	"38081"	"American Indian or Alaska Native"	"1002-5"	Suppressed	448	Suppressed
"Sargent County, ND"	"38081"	"Asian or Pacific Islander"	"A-PI"	Suppressed	248	Suppressed
"Sargent County, ND"	"38081"	"Black or African American"	"2054-5"	Suppressed	194	Suppressed
"Sargent County, ND"	"38081"	"White"	"2106-3"	Suppressed	67954	Suppressed
"Sheridan County, ND"	"38083"	"American Indian or Alaska Native"	"1002-5"	Suppressed	201	Suppressed
"Sheridan County, ND"	"38083"	"Asian or Pacific Islander"	"A-PI"	Suppressed	56	Suppressed
"Sheridan County, ND"	"38083"	"Black or African American"	"2054-5"	Suppressed	81	Suppressed
"Sheridan County, ND"	"38083"	"White"	"2106-3"	Suppressed	24266	Suppressed
"Sioux County, ND"	"38085"	"American Indian or Alaska Native"	"1002-5"	Suppressed	60494	Suppressed
"Sioux County, ND"	"38085"	"Asian or Pacific Islander"	"A-PI"	Suppressed	100	Suppressed
"Sioux County, ND"	"38085"	"Black or African American"	"2054-5"	Suppressed	210	Suppressed
"Sioux County, ND"	"38085"	"White"	"2106-3"	Suppressed	10028	Suppressed
"Slope County, ND"	"38087"	"American Indian or Alaska Native"	"1002-5"	Suppressed	185	Suppressed
"Slope County, ND"	"38087"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Suppressed	Suppressed
"Slope County, ND"	"38087"	"Black or African American"	"2054-5"	Suppressed	28	Suppressed
"Slope County, ND"	"38087"	"White"	"2106-3"	Suppressed	12460	Suppressed
"Stark County, ND"	"38089"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5267	Suppressed
"Stark County, ND"	"38089"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4215	Suppressed
"Stark County, ND"	"38089"	"Black or African American"	"2054-5"	Suppressed	4656	Suppressed
"Stark County, ND"	"38089"	"White"	"2106-3"	29	403923	7.2
"Steele County, ND"	"38091"	"American Indian or Alaska Native"	"1002-5"	Suppressed	337	Suppressed
"Steele County, ND"	"38091"	"Asian or Pacific Islander"	"A-PI"	Suppressed	29	Suppressed
"Steele County, ND"	"38091"	"Black or African American"	"2054-5"	Suppressed	79	Suppressed
"Steele County, ND"	"38091"	"White"	"2106-3"	Suppressed	34401	Suppressed
"Stutsman County, ND"	"38093"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5180	Suppressed
"Stutsman County, ND"	"38093"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2134	Suppressed
"Stutsman County, ND"	"38093"	"Black or African American"	"2054-5"	Suppressed	3030	Suppressed
"Stutsman County, ND"	"38093"	"White"	"2106-3"	Suppressed	350662	Suppressed
"Towner County, ND"	"38095"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1022	Suppressed
"Towner County, ND"	"38095"	"Asian or Pacific Islander"	"A-PI"	Suppressed	34	Suppressed
"Towner County, ND"	"38095"	"Black or African American"	"2054-5"	Suppressed	100	Suppressed
"Towner County, ND"	"38095"	"White"	"2106-3"	Suppressed	40726	Suppressed
"Traill County, ND"	"38097"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1404	Suppressed
"Traill County, ND"	"38097"	"Asian or Pacific Islander"	"A-PI"	Suppressed	389	Suppressed
"Traill County, ND"	"38097"	"Black or African American"	"2054-5"	Suppressed	924	Suppressed
"Traill County, ND"	"38097"	"White"	"2106-3"	Suppressed	137443	Suppressed
"Walsh County, ND"	"38099"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3106	Suppressed
"Walsh County, ND"	"38099"	"Asian or Pacific Islander"	"A-PI"	Suppressed	785	Suppressed
"Walsh County, ND"	"38099"	"Black or African American"	"2054-5"	Suppressed	963	Suppressed
"Walsh County, ND"	"38099"	"White"	"2106-3"	Suppressed	190798	Suppressed
"Ward County, ND"	"38101"	"American Indian or Alaska Native"	"1002-5"	Suppressed	28921	Suppressed
"Ward County, ND"	"38101"	"Asian or Pacific Islander"	"A-PI"	Suppressed	14070	Suppressed
"Ward County, ND"	"38101"	"Black or African American"	"2054-5"	Suppressed	35252	Suppressed
"Ward County, ND"	"38101"	"White"	"2106-3"	22	963256	2.3
"Wells County, ND"	"38103"	"American Indian or Alaska Native"	"1002-5"	Suppressed	282	Suppressed
"Wells County, ND"	"38103"	"Asian or Pacific Islander"	"A-PI"	Suppressed	134	Suppressed
"Wells County, ND"	"38103"	"Black or African American"	"2054-5"	Suppressed	209	Suppressed
"Wells County, ND"	"38103"	"White"	"2106-3"	Suppressed	75655	Suppressed
"Williams County, ND"	"38105"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20403	Suppressed
"Williams County, ND"	"38105"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1956	Suppressed
"Williams County, ND"	"38105"	"Black or African American"	"2054-5"	Suppressed	4162	Suppressed
"Williams County, ND"	"38105"	"White"	"2106-3"	15	365819	Unreliable
"Adams County, OH"	"39001"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3051	Suppressed
"Adams County, OH"	"39001"	"Asian or Pacific Islander"	"A-PI"	Suppressed	744	Suppressed
"Adams County, OH"	"39001"	"Black or African American"	"2054-5"	Suppressed	2505	Suppressed
"Adams County, OH"	"39001"	"White"	"2106-3"	101	472705	21.4
"Allen County, OH"	"39003"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4999	Suppressed
"Allen County, OH"	"39003"	"Asian or Pacific Islander"	"A-PI"	Suppressed	14773	Suppressed
"Allen County, OH"	"39003"	"Black or African American"	"2054-5"	13	239714	Unreliable
"Allen County, OH"	"39003"	"White"	"2106-3"	110	1554378	7.1
"Ashland County, OH"	"39005"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1610	Suppressed
"Ashland County, OH"	"39005"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5914	Suppressed
"Ashland County, OH"	"39005"	"Black or African American"	"2054-5"	Suppressed	9697	Suppressed
"Ashland County, OH"	"39005"	"White"	"2106-3"	59	883779	6.7
"Ashtabula County, OH"	"39007"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5368	Suppressed
"Ashtabula County, OH"	"39007"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8952	Suppressed
"Ashtabula County, OH"	"39007"	"Black or African American"	"2054-5"	Suppressed	70581	Suppressed
"Ashtabula County, OH"	"39007"	"White"	"2106-3"	206	1642358	12.5
"Athens County, OH"	"39009"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4982	Suppressed
"Athens County, OH"	"39009"	"Asian or Pacific Islander"	"A-PI"	Suppressed	29612	Suppressed
"Athens County, OH"	"39009"	"Black or African American"	"2054-5"	Suppressed	34248	Suppressed
"Athens County, OH"	"39009"	"White"	"2106-3"	129	1019380	12.7
"Auglaize County, OH"	"39011"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1642	Suppressed
"Auglaize County, OH"	"39011"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3944	Suppressed
