"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Feb., 2009"	"2009/02"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"15-19 years"	"15-19"	"Female"	"F"	19	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"15-19 years"	"15-19"	"Male"	"M"	37	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"20-24 years"	"20-24"	"Female"	"F"	53	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"20-24 years"	"20-24"	"Male"	"M"	170	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"25-29 years"	"25-29"	"Female"	"F"	94	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"25-29 years"	"25-29"	"Male"	"M"	193	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"30-34 years"	"30-34"	"Female"	"F"	79	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"30-34 years"	"30-34"	"Male"	"M"	199	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"35-39 years"	"35-39"	"Female"	"F"	120	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"35-39 years"	"35-39"	"Male"	"M"	189	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"40-44 years"	"40-44"	"Female"	"F"	146	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"40-44 years"	"40-44"	"Male"	"M"	216	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"45-49 years"	"45-49"	"Female"	"F"	210	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"45-49 years"	"45-49"	"Male"	"M"	272	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"50-54 years"	"50-54"	"Female"	"F"	168	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"50-54 years"	"50-54"	"Male"	"M"	213	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"55-59 years"	"55-59"	"Female"	"F"	125	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"55-59 years"	"55-59"	"Male"	"M"	128	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"60-64 years "	"60-64"	"Female"	"F"	51	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"60-64 years "	"60-64"	"Male"	"M"	67	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"65-69 years"	"65-69"	"Female"	"F"	35	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"65-69 years"	"65-69"	"Male"	"M"	20	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"70-74 years"	"70-74"	"Female"	"F"	16	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"70-74 years"	"70-74"	"Male"	"M"	22	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"75-79 years"	"75-79"	"Female"	"F"	10	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"75-79 years"	"75-79"	"Male"	"M"	6	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"80-84 years"	"80-84"	"Female"	"F"	4	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"80-84 years"	"80-84"	"Male"	"M"	9	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"85-89 years"	"85-89"	"Female"	"F"	5	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"85-89 years"	"85-89"	"Male"	"M"	3	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"90-94 years"	"90-94"	"Female"	"F"	4	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"90-94 years"	"90-94"	"Male"	"M"	4	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"Not Stated"	"NS"	"Female"	"F"	1	Not Applicable	Not Applicable
"Feb., 2009"	"2009/02"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"< 1 year"	"1"	"Female"	"F"	2	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"1-4 years"	"1-4"	"Female"	"F"	3	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"10-14 years"	"10-14"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"15-19 years"	"15-19"	"Female"	"F"	16	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"15-19 years"	"15-19"	"Male"	"M"	67	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"20-24 years"	"20-24"	"Female"	"F"	52	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"20-24 years"	"20-24"	"Male"	"M"	156	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"25-29 years"	"25-29"	"Female"	"F"	72	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"25-29 years"	"25-29"	"Male"	"M"	201	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"30-34 years"	"30-34"	"Female"	"F"	102	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"30-34 years"	"30-34"	"Male"	"M"	220	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"35-39 years"	"35-39"	"Female"	"F"	130	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"35-39 years"	"35-39"	"Male"	"M"	212	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"40-44 years"	"40-44"	"Female"	"F"	177	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"40-44 years"	"40-44"	"Male"	"M"	242	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"45-49 years"	"45-49"	"Female"	"F"	255	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"45-49 years"	"45-49"	"Male"	"M"	307	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"50-54 years"	"50-54"	"Female"	"F"	201	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"50-54 years"	"50-54"	"Male"	"M"	239	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"55-59 years"	"55-59"	"Female"	"F"	115	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"55-59 years"	"55-59"	"Male"	"M"	168	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"60-64 years "	"60-64"	"Female"	"F"	48	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"60-64 years "	"60-64"	"Male"	"M"	64	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"65-69 years"	"65-69"	"Female"	"F"	32	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"65-69 years"	"65-69"	"Male"	"M"	23	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"70-74 years"	"70-74"	"Female"	"F"	16	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"70-74 years"	"70-74"	"Male"	"M"	12	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"75-79 years"	"75-79"	"Female"	"F"	16	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"75-79 years"	"75-79"	"Male"	"M"	7	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"80-84 years"	"80-84"	"Female"	"F"	14	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"80-84 years"	"80-84"	"Male"	"M"	6	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"85-89 years"	"85-89"	"Female"	"F"	8	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"85-89 years"	"85-89"	"Male"	"M"	5	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"90-94 years"	"90-94"	"Female"	"F"	6	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2009"	"2009/03"	"Not Stated"	"NS"	"Male"	"M"	2	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"< 1 year"	"1"	"Female"	"F"	4	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"10-14 years"	"10-14"	"Female"	"F"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"15-19 years"	"15-19"	"Female"	"F"	22	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"15-19 years"	"15-19"	"Male"	"M"	49	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"20-24 years"	"20-24"	"Female"	"F"	55	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"20-24 years"	"20-24"	"Male"	"M"	158	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"25-29 years"	"25-29"	"Female"	"F"	76	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"25-29 years"	"25-29"	"Male"	"M"	213	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"30-34 years"	"30-34"	"Female"	"F"	87	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"30-34 years"	"30-34"	"Male"	"M"	156	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"35-39 years"	"35-39"	"Female"	"F"	106	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"35-39 years"	"35-39"	"Male"	"M"	197	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"40-44 years"	"40-44"	"Female"	"F"	162	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"40-44 years"	"40-44"	"Male"	"M"	242	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"45-49 years"	"45-49"	"Female"	"F"	205	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"45-49 years"	"45-49"	"Male"	"M"	306	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"50-54 years"	"50-54"	"Female"	"F"	175	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"50-54 years"	"50-54"	"Male"	"M"	238	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"55-59 years"	"55-59"	"Female"	"F"	112	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"55-59 years"	"55-59"	"Male"	"M"	153	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"60-64 years "	"60-64"	"Female"	"F"	63	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"60-64 years "	"60-64"	"Male"	"M"	60	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"65-69 years"	"65-69"	"Female"	"F"	30	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"65-69 years"	"65-69"	"Male"	"M"	24	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"70-74 years"	"70-74"	"Female"	"F"	14	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"70-74 years"	"70-74"	"Male"	"M"	11	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"75-79 years"	"75-79"	"Female"	"F"	11	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"75-79 years"	"75-79"	"Male"	"M"	12	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"80-84 years"	"80-84"	"Female"	"F"	7	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"80-84 years"	"80-84"	"Male"	"M"	4	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"85-89 years"	"85-89"	"Female"	"F"	7	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"85-89 years"	"85-89"	"Male"	"M"	4	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"95-99 years"	"95-99"	"Female"	"F"	2	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"95-99 years"	"95-99"	"Male"	"M"	3	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Apr., 2009"	"2009/04"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"1-4 years"	"1-4"	"Female"	"F"	4	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"10-14 years"	"10-14"	"Female"	"F"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"10-14 years"	"10-14"	"Male"	"M"	4	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"15-19 years"	"15-19"	"Female"	"F"	10	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"15-19 years"	"15-19"	"Male"	"M"	50	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"20-24 years"	"20-24"	"Female"	"F"	60	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"20-24 years"	"20-24"	"Male"	"M"	164	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"25-29 years"	"25-29"	"Female"	"F"	90	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"25-29 years"	"25-29"	"Male"	"M"	231	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"30-34 years"	"30-34"	"Female"	"F"	94	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"30-34 years"	"30-34"	"Male"	"M"	181	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"35-39 years"	"35-39"	"Female"	"F"	120	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"35-39 years"	"35-39"	"Male"	"M"	196	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"40-44 years"	"40-44"	"Female"	"F"	164	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"40-44 years"	"40-44"	"Male"	"M"	265	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"45-49 years"	"45-49"	"Female"	"F"	222	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"45-49 years"	"45-49"	"Male"	"M"	307	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"50-54 years"	"50-54"	"Female"	"F"	184	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"50-54 years"	"50-54"	"Male"	"M"	260	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"55-59 years"	"55-59"	"Female"	"F"	132	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"55-59 years"	"55-59"	"Male"	"M"	160	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"60-64 years "	"60-64"	"Female"	"F"	56	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"60-64 years "	"60-64"	"Male"	"M"	83	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"65-69 years"	"65-69"	"Female"	"F"	13	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"65-69 years"	"65-69"	"Male"	"M"	23	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"70-74 years"	"70-74"	"Female"	"F"	12	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"70-74 years"	"70-74"	"Male"	"M"	10	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"75-79 years"	"75-79"	"Female"	"F"	15	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"75-79 years"	"75-79"	"Male"	"M"	10	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"80-84 years"	"80-84"	"Female"	"F"	10	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"80-84 years"	"80-84"	"Male"	"M"	15	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"85-89 years"	"85-89"	"Female"	"F"	6	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"90-94 years"	"90-94"	"Female"	"F"	2	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"May, 2009"	"2009/05"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"15-19 years"	"15-19"	"Female"	"F"	15	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"15-19 years"	"15-19"	"Male"	"M"	50	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"20-24 years"	"20-24"	"Female"	"F"	36	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"20-24 years"	"20-24"	"Male"	"M"	164	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"25-29 years"	"25-29"	"Female"	"F"	67	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"25-29 years"	"25-29"	"Male"	"M"	208	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"30-34 years"	"30-34"	"Female"	"F"	97	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"30-34 years"	"30-34"	"Male"	"M"	204	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"35-39 years"	"35-39"	"Female"	"F"	101	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"35-39 years"	"35-39"	"Male"	"M"	179	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"40-44 years"	"40-44"	"Female"	"F"	151	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"40-44 years"	"40-44"	"Male"	"M"	235	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"45-49 years"	"45-49"	"Female"	"F"	179	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"45-49 years"	"45-49"	"Male"	"M"	265	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"50-54 years"	"50-54"	"Female"	"F"	177	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"50-54 years"	"50-54"	"Male"	"M"	249	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"55-59 years"	"55-59"	"Female"	"F"	100	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"55-59 years"	"55-59"	"Male"	"M"	154	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"60-64 years "	"60-64"	"Female"	"F"	49	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"60-64 years "	"60-64"	"Male"	"M"	62	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"65-69 years"	"65-69"	"Female"	"F"	27	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"65-69 years"	"65-69"	"Male"	"M"	33	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"70-74 years"	"70-74"	"Female"	"F"	13	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"70-74 years"	"70-74"	"Male"	"M"	16	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"75-79 years"	"75-79"	"Female"	"F"	19	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"75-79 years"	"75-79"	"Male"	"M"	8	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"80-84 years"	"80-84"	"Female"	"F"	10	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"80-84 years"	"80-84"	"Male"	"M"	7	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"85-89 years"	"85-89"	"Female"	"F"	9	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"85-89 years"	"85-89"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"95-99 years"	"95-99"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"100+ years"	"100+"	"Female"	"F"	2	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jun., 2009"	"2009/06"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"1-4 years"	"1-4"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"10-14 years"	"10-14"	"Female"	"F"	4	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"10-14 years"	"10-14"	"Male"	"M"	3	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"15-19 years"	"15-19"	"Female"	"F"	13	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"15-19 years"	"15-19"	"Male"	"M"	40	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"20-24 years"	"20-24"	"Female"	"F"	41	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"20-24 years"	"20-24"	"Male"	"M"	170	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"25-29 years"	"25-29"	"Female"	"F"	71	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"25-29 years"	"25-29"	"Male"	"M"	216	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"30-34 years"	"30-34"	"Female"	"F"	95	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"30-34 years"	"30-34"	"Male"	"M"	173	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"35-39 years"	"35-39"	"Female"	"F"	121	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"35-39 years"	"35-39"	"Male"	"M"	174	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"40-44 years"	"40-44"	"Female"	"F"	158	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"40-44 years"	"40-44"	"Male"	"M"	238	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"45-49 years"	"45-49"	"Female"	"F"	223	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"45-49 years"	"45-49"	"Male"	"M"	328	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"50-54 years"	"50-54"	"Female"	"F"	205	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"50-54 years"	"50-54"	"Male"	"M"	256	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"55-59 years"	"55-59"	"Female"	"F"	135	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"55-59 years"	"55-59"	"Male"	"M"	167	Not Applicable	Not Applicable
"Jul., 2009"	"2009/07"	"60-64 years "	"60-64"	"Female"	"F"	43	Not Applicable	Not Applicable
