"State"	"State Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Montana"	"30"	"2005"	"2005"	"Other"	"7"	11	Not Applicable	Not Applicable
"Montana"	"30"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Decedent's home"	"4"	55	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Other"	"7"	17	Not Applicable	Not Applicable
"Montana"	"30"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Decedent's home"	"4"	80	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Other"	"7"	20	Not Applicable	Not Applicable
"Montana"	"30"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Decedent's home"	"4"	81	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Other"	"7"	24	Not Applicable	Not Applicable
"Montana"	"30"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Decedent's home"	"4"	92	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Other"	"7"	22	Not Applicable	Not Applicable
"Montana"	"30"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	10	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Decedent's home"	"4"	77	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Other"	"7"	15	Not Applicable	Not Applicable
"Montana"	"30"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	14	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Decedent's home"	"4"	87	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Other"	"7"	19	Not Applicable	Not Applicable
"Montana"	"30"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	16	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Decedent's home"	"4"	75	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Other"	"7"	18	Not Applicable	Not Applicable
"Montana"	"30"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	16	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	22	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Decedent's home"	"4"	73	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Other"	"7"	22	Not Applicable	Not Applicable
"Montana"	"30"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	20	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Decedent's home"	"4"	70	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Other"	"7"	18	Not Applicable	Not Applicable
"Montana"	"30"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	17	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Decedent's home"	"4"	91	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Other"	"7"	18	Not Applicable	Not Applicable
"Montana"	"30"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Decedent's home"	"4"	21	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Decedent's home"	"4"	26	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Decedent's home"	"4"	33	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Other"	"7"	12	Not Applicable	Not Applicable
"Nebraska"	"31"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Decedent's home"	"4"	34	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Other"	"7"	11	Not Applicable	Not Applicable
"Nebraska"	"31"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Decedent's home"	"4"	34	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Decedent's home"	"4"	37	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Decedent's home"	"4"	51	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Other"	"7"	14	Not Applicable	Not Applicable
"Nebraska"	"31"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	17	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Decedent's home"	"4"	43	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Other"	"7"	16	Not Applicable	Not Applicable
"Nebraska"	"31"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Decedent's home"	"4"	50	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Decedent's home"	"4"	43	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Other"	"7"	15	Not Applicable	Not Applicable
"Nebraska"	"31"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	14	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Decedent's home"	"4"	66	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Other"	"7"	10	Not Applicable	Not Applicable
"Nebraska"	"31"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	20	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Decedent's home"	"4"	59	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Other"	"7"	25	Not Applicable	Not Applicable
"Nebraska"	"31"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	21	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Decedent's home"	"4"	75	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Other"	"7"	14	Not Applicable	Not Applicable
"Nebraska"	"31"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Decedent's home"	"4"	80	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Other"	"7"	26	Not Applicable	Not Applicable
"Nebraska"	"31"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Decedent's home"	"4"	70	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Other"	"7"	14	Not Applicable	Not Applicable
"Nebraska"	"31"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	17	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Decedent's home"	"4"	67	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Other"	"7"	22	Not Applicable	Not Applicable
"Nebraska"	"31"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Decedent's home"	"4"	73	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Other"	"7"	22	Not Applicable	Not Applicable
"Nebraska"	"31"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	23	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Decedent's home"	"4"	128	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Other"	"7"	52	Not Applicable	Not Applicable
"Nevada"	"32"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	19	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Decedent's home"	"4"	144	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Other"	"7"	85	Not Applicable	Not Applicable
"Nevada"	"32"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	16	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	21	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Decedent's home"	"4"	168	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Other"	"7"	53	Not Applicable	Not Applicable
"Nevada"	"32"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	22	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	22	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Decedent's home"	"4"	196	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Other"	"7"	67	Not Applicable	Not Applicable
"Nevada"	"32"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
